playerId,Name,Tm,IP,TBF,FIP,HR,WHIP,FB%,HardHit%,K%
17888,Tayler Saucedo,TOR,12.1,50,3.731532006,1,1.05405405,0.25,0.4375,0.24
17897,Garrett Cleavinger,2 Tms,11.1,53,5.813758785,3,1.67647059,0.4516129,0.25806452,0.28301887
17920,Cody Ponce,PIT,25.1,111,7.361842193,9,1.46052632,0.48275862,0.32954545,0.14414414
17948,Trent Thornton,TOR,29,128,3.501069587,2,1.48275862,0.3125,0.3875,0.25
17964,Tyler Gilbert,ARI,22.2,79,3.556524548,1,0.70588235,0.38181818,0.31578947,0.17721519
17995,Logan Webb,SFG,130.2,562,3.476715974,9,1.39285714,0.20618557,0.30867347,0.20640569
17998,Pete Fairbanks,TBR,28.1,135,3.850183015,3,1.72941176,0.35,0.4,0.27407407
18000,Triston McKenzie,CLE,100,407,4.420366146,16,1.09,0.47244094,0.3515625,0.26289926
18064,Phil Maton,2 Tms,59,249,3.552045853,5,1.18644068,0.34415584,0.27848101,0.25301205
18088,Cody Stashak,MIN,18.2,85,3.808039547,2,1.60714286,0.4137931,0.31034483,0.22352941
18138,Ryan Helsley,STL,35,142,2.956813599,1,1.14285714,0.30434783,0.35869565,0.23943662
18152,Anthony Misiewicz,SEA,41.1,169,2.997711859,3,1.18548387,0.39495798,0.30578512,0.22485207
18251,Art Warren,CIN,22.1,89,2.693446454,1,1.02985075,0.4,0.32727273,0.28089888
18282,Jarlin Garcia,SFG,47,189,3.441032001,3,0.93617021,0.29457364,0.25954198,0.21164021
18297,Tyler Kinley,COL,61.1,245,3.818173814,6,0.99456522,0.37820513,0.41666667,0.24897959
18311,Carson Fulmer,3 Tms,16.2,74,3.836877537,1,1.44,0.27906977,0.27906977,0.25675676
18323,Josh Sborz,2 Tms,26.2,117,4.890756267,5,1.5,0.44,0.38666667,0.24786325
18325,Taylor Hearn,TEX,53.2,222,4.483410325,9,1.21118012,0.41044776,0.32374101,0.26576577
18331,James Kaprielian,OAK,84.2,384,6.393059401,20,1.58267717,0.43726236,0.39473684,0.17708333
18333,Alex Young,2 Tms,35.2,156,5.25359458,7,1.45794393,0.40776699,0.31428571,0.21794872
18335,Josh Staumont,KCR,48.1,217,3.638992271,3,1.46896552,0.49166667,0.39495798,0.28571429
18356,Jaime Barria,LAA,50.1,224,5.40949965,10,1.50993377,0.38181818,0.33333333,0.16517857
18361,Thomas Eshelman,BAL,24,103,6.431618027,5,1.45833333,0.4137931,0.36781609,0.06796117
18376,Connor Overton,3 Tms,20.2,79,4.348560348,2,1.11290323,0.44262295,0.27868852,0.13924051
18384,Scott Effross,CHC,15.1,64,2.360085446,1,0.97826087,0.375,0.27272727,0.359375
18403,Enyel De Los Santos,3 Tms,24,113,5.989019389,6,1.70833333,0.44444444,0.3968254,0.28318584
18413,Jose Urquidy,HOU,98.1,387,3.504340857,9,0.99661017,0.42402827,0.31597222,0.19638243
18496,Junior Fernandez,STL,10.2,61,6.353189257,1,2.71875,0.20512821,0.25641026,0.14754098
18498,Kenta Maeda,MIN,90.2,379,3.79656567,12,1.15808824,0.30769231,0.27710843,0.2585752
18510,Josh Rogers,WSN,24.2,89,3.512441144,1,0.64864865,0.49230769,0.2238806,0.15730337
18519,Phil Bickford,2 Tms,23,101,4.807856015,3,1.39130435,0.46268657,0.27941176,0.1980198
18525,Dylan Cease,CHW,149.1,651,3.981645921,19,1.36607143,0.36692506,0.30769231,0.27803379
18548,Sam Hentges,CLE,29,113,2.42834294,1,1.03448276,0.33783784,0.34210526,0.25663717
18555,Logan Allen,2 Tms,13.1,62,4.66347757,2,1.725,0.28571429,0.32653061,0.14516129
18600,Travis Lakins Sr.,BAL,24.2,104,3.982867122,2,1.2972973,0.32857143,0.30985915,0.20192308
18655,A.J. Minter,ATL,41.1,158,1.71046914,0,0.91935484,0.42222222,0.18478261,0.32278481
18674,Jake Woodford,STL,47.1,200,4.520805661,6,1.35211268,0.36601307,0.35294118,0.155
18679,Freddy Peralta,MIL,112.2,458,3.095085501,8,1.00295858,0.48605578,0.31128405,0.31222707
18684,Sandy Alcantara,MIA,183,754,3.840553103,20,1.17486339,0.30916031,0.29300567,0.21485411
18694,Kolby Allard,TEX,46,200,6.126818766,14,1.2826087,0.40740741,0.33576642,0.235
18699,Nick Neidert,MIA,19,90,6.12040404,2,1.94736842,0.44067797,0.33333333,0.13333333
18769,Cody Poteet,MIA,30.2,117,4.77996392,5,0.97826087,0.40740741,0.34146341,0.20512821
18790,Dillon Peters,2 Tms,15.1,60,5.034928307,3,0.91304348,0.35897436,0.3,0.23333333
18806,Drew Steckenrider,SEA,38.1,157,3.161441558,1,1.22608696,0.34513274,0.30088496,0.18471338
18815,Miguel Diaz,SDP,18,75,5.281145232,3,1.22222222,0.40425532,0.44680851,0.22666667
18890,Kyle Keller,2 Tms,14.1,68,6.659898236,4,1.60465116,0.5,0.4047619,0.23529412
19178,Tommy Nance,2 Tms,25,98,3.792666728,4,0.96,0.25925926,0.30909091,0.33673469
19179,Kirby Snead,2 Tms,10.1,39,3.139607374,0,1.16129032,0.34482759,0.06896552,0.15384615
19191,Robert Dugger,4 Tms,19.1,94,6.524542862,5,2.01724138,0.43055556,0.38356164,0.12765957
19199,Conner Menez,2 Tms,10,42,2.776306868,0,1,0.4,0.16666667,0.19047619
19200,Jose Quijada,LAA,18.1,76,3.541896567,2,1.2,0.41025641,0.35897436,0.34210526
19206,Dakota Hudson,STL,65.2,256,4.125913129,4,1.03553299,0.25668449,0.27807487,0.15234375
19225,Mitch White,LAD,36.2,155,4.13689973,5,1.17272727,0.30097087,0.33980583,0.23870968
19231,Caleb Baragar,SFG,17,74,4.299003008,1,1.41176471,0.56862745,0.30769231,0.16216216
19243,Wes Benjamin,TEX,13,63,6.796385753,3,1.92307692,0.55555556,0.29787234,0.12698413
19244,Cole Irvin,2 Tms,62.1,272,4.007445562,7,1.41176471,0.32673267,0.29807692,0.16911765
19264,Thomas Hatch,TOR,14,61,4.757756536,3,1.35714286,0.28205128,0.425,0.26229508
19266,Taylor Widener,ARI,43,203,6.428251664,11,1.60465116,0.51181102,0.40310078,0.22167488
19268,Justin Dunn,SEA,49.2,224,6.703571011,11,1.55033557,0.45384615,0.41538462,0.22321429
19274,Jacob Webb,ATL,17.2,81,3.230269421,0,1.47169811,0.41509434,0.2037037,0.19753086
19278,Vladimir Gutierrez,CIN,72.1,336,6.83627631,18,1.74193548,0.46638655,0.34297521,0.14880952
19291,Zac Gallen,ARI,131,545,3.583485977,12,1.16793893,0.29639889,0.27595628,0.23302752
19309,Trevor Richards,3 Tms,54.1,221,4.931944571,11,1.14110429,0.52671756,0.2962963,0.2760181
19312,Cal Quantrill,2 Tms,121,503,3.73932502,12,1.21487603,0.40425532,0.32238806,0.23459245
19316,Eric Lauer,MIL,40,177,4.010230915,3,1.475,0.32173913,0.29059829,0.20903955
19320,Joey Lucchesi,2 Tms,10,45,1.974311256,0,1.4,0.11538462,0.25,0.26666667
19343,A.J. Puk,OAK,16.1,69,3.686221967,2,1.10204082,0.26829268,0.23255814,0.27536232
19345,Daulton Jefferies,OAK,27,113,4.027289212,3,1.25925926,0.35365854,0.25301205,0.18584071
19350,Dean Kremer,BAL,39.2,173,5.082728696,7,1.48739496,0.56074766,0.37037037,0.24277457
19361,Corbin Burnes,MIL,159,640,1.785442471,7,1.03773585,0.27445652,0.25135135,0.35
19362,Keegan Akin,BAL,47.1,194,2.988533037,4,1.14084507,0.36363636,0.31343284,0.24742268
19374,Walker Buehler,LAD,162,658,3.458716522,16,1.09259259,0.32045455,0.265625,0.24012158
19388,Tony Gonsolin,LAD,96.2,384,3.073925507,6,1.00344828,0.42741935,0.29880478,0.25260417
19409,Dane Dunning,2 Tms,107.1,477,4.097417321,11,1.48136646,0.34493671,0.38317757,0.21383648
19427,Shane Bieber,CLE,121,490,2.394361784,10,1.08264463,0.33703704,0.33948339,0.35918367
19444,Yohan Ramirez,2 Tms,20,95,8.820389589,8,1.6,0.50980392,0.32692308,0.25263158
19447,Patrick Sandoval,LAA,57.2,228,4.048306661,9,0.9017341,0.33783784,0.32666667,0.26315789
19453,Shaun Anderson,4 Tms,14.1,73,5.969683933,3,1.95348837,0.35294118,0.39215686,0.17808219
19454,Michael Rucker,CHC,23.2,98,4.126682349,4,1.35211268,0.32394366,0.30985915,0.2244898
19456,Kyle Funkhouser,DET,34.2,165,4.472840566,3,1.73076923,0.35294118,0.27184466,0.21818182
19457,Bryan Garcia,DET,24.1,128,7.740759548,6,2.17808219,0.38043478,0.33695652,0.1171875
19459,Jorge Alcala,MIN,32,137,5.297214283,8,1.5,0.41558442,0.37974684,0.30656934
19479,Aaron Civale,CLE,121.1,491,3.912120517,16,1.1456044,0.3620178,0.34210526,0.23014257
19487,Devin Smeltzer,MIN,13,56,2.839636551,0,1.23076923,0.4047619,0.27272727,0.14285714
19493,Zach Jackson,OAK,11.1,51,2.860412566,0,1.5,0.40909091,0.27272727,0.35294118
19531,Jason Foley,DET,12,54,3.558004666,0,1.58333333,0.31578947,0.33333333,0.14814815
19535,Ryan Hendrix,CIN,17,70,5.459748275,3,1.17647059,0.37209302,0.37777778,0.21428571
19541,Jimmy Lambert,CHW,14.2,66,4.783842455,2,1.36363636,0.51111111,0.37777778,0.1969697
19548,JD Hammer,PHI,10,47,3.870034122,1,1.5,0.4137931,0.27586207,0.25531915
19558,Geoff Hartlieb,2 Tms,13.2,61,5.160770332,1,1.53658537,0.18421053,0.39473684,0.18032787
19569,David Bednar,2 Tms,45,175,3.000916498,4,0.97777778,0.42718447,0.32038835,0.31428571
19574,JoJo Romero,PHI,10,50,5.982152669,2,1.5,0.25806452,0.25806452,0.22
19583,Sean Poppen,4 Tms,19,93,4.110047254,1,1.94736842,0.32786885,0.28571429,0.1827957
19614,Cionel Perez,3 Tms,20.2,89,4.316317654,2,1.35483871,0.28301887,0.28301887,0.24719101
19618,Jordan Hicks,STL,18,80,3.743715502,0,1.38888889,0.25581395,0.34883721,0.25
19647,Matt Foster,CHW,38,168,3.773345094,5,1.36842105,0.43859649,0.37606838,0.23214286
19665,Kyle Wright,ATL,62.2,276,4.391585098,7,1.48404255,0.37572254,0.33333333,0.22463768
19666,Jason Alexander,MIL,12,58,4.791785116,1,1.83333333,0.45238095,0.31818182,0.12068966
19677,Gregory Soto,DET,32.2,142,2.705830189,0,1.25510204,0.25333333,0.15584416,0.29577465
19680,Sixto Sanchez,MIA,20,74,1.991419792,0,1,0.25,0.36538462,0.24324324
19682,Jordan Sheffield,COL,17.1,69,4.208495662,1,1.21153846,0.34693878,0.34693878,0.15942029
19686,Kyle Cody,TEX,14.1,54,3.672331765,2,0.90697674,0.51612903,0.375,0.31481481
19705,Matt Swarmer,CHC,14,62,7.196547016,5,1.42857143,0.52631579,0.44736842,0.25806452
19712,Patrick Murphy,2 Tms,18,85,4.108972771,1,1.61111111,0.28846154,0.26923077,0.22352941
19716,Dustin May,LAD,39,163,5.107733723,8,1.25641026,0.3,0.34653465,0.26380368
19731,Kodi Whitley,STL,19.1,77,2.845639031,1,1.13793103,0.3,0.26,0.25974026
19742,Anthony Bender,MIA,31,129,4.612470702,3,1.41935484,0.25,0.34020619,0.13953488
19753,Jonathan Loaisiga,NYY,42.1,182,2.885272169,2,1.22834646,0.28688525,0.23577236,0.23626374
19754,Reiver Sanmartin,CIN,13.2,55,2.338863969,1,1.09756098,0.23684211,0.28947368,0.27272727
19755,Shohei Ohtani,LAA,98.1,419,4.1715256,16,1.27118644,0.32692308,0.33207547,0.27207637
19766,Seth Elledge,STL,11.2,47,5.836953289,3,1.54285714,0.39285714,0.39285714,0.27659574
19769,Will Vest,2 Tms,26.2,117,4.014006406,2,1.3875,0.36363636,0.34615385,0.20512821
19784,Justin Garza,CLE,10.2,53,6.920034122,2,2.0625,0.31428571,0.31428571,0.1509434
19789,Anthony Castro,3 Tms,13.1,59,5.335462737,3,1.5,0.35897436,0.43589744,0.23728814
19795,Keegan Thompson,CHC,51.1,226,4.744687224,7,1.4025974,0.36879433,0.25874126,0.22566372
19800,Wil Crowe,2 Tms,73,320,5.091559623,12,1.45205479,0.38383838,0.32,0.234375
19805,Daniel Castano,MIA,20,91,5.360657859,3,1.5,0.36231884,0.28169014,0.12087912
19826,Riley Smith,ARI,34,139,4.732841258,6,1.11764706,0.42857143,0.34862385,0.16546763
19845,Alexander Wells,BAL,12.2,57,4.350698678,2,1.5,0.46153846,0.35897436,0.22807018
19848,Darwinzon Hernandez,BOS,17.1,80,4.26865555,2,1.55769231,0.21212121,0.32352941,0.3625
19853,Michael King,NYY,49,211,4.649949977,9,1.26530612,0.41732283,0.34375,0.27488152
19866,Brandon Bielak,HOU,44.1,189,3.44583968,3,1.33082707,0.3125,0.265625,0.22222222
19867,Griffin Canning,LAA,54,233,4.865516116,8,1.44444444,0.41830065,0.30519481,0.21459227
19874,Alex Faedo,DET,25.2,111,5.345897666,5,1.4025974,0.5,0.37931034,0.14414414
19876,Kevin Ginkel,ARI,16.1,85,8.016370542,6,2.08163265,0.5,0.45833333,0.25882353
19879,Tanner Houck,BOS,56.1,241,3.619498592,4,1.31360947,0.2516129,0.27848101,0.22821577
19883,Alex Lange,DET,28.1,119,3.540831562,2,1.23529412,0.27848101,0.40506329,0.22689076
19884,Corbin Martin,ARI,12.1,61,3.478577259,0,1.86486487,0.24324324,0.36842105,0.21311475
19899,Clarke Schmidt,NYY,15.1,73,4.387450072,1,1.89130435,0.24444444,0.26086957,0.20547945
19911,Jose Suarez,LAA,28.1,139,5.559188904,5,1.90588235,0.29896907,0.30612245,0.17266187
19926,Tony Santillan,CIN,24.2,127,5.305936432,2,1.86486486,0.38028169,0.35616438,0.21259843
19932,Trevor Stephan,CLE,38,174,4.316108948,5,1.63157895,0.36363636,0.36936937,0.24137931
19951,Ian Anderson,ATL,112.2,464,3.923614947,12,1.16272189,0.33217993,0.28762542,0.24353448
19959,Jesus Luzardo,2 Tms,43.2,181,2.894897583,3,1.19083969,0.22807018,0.28813559,0.26519337
19979,Zach Plesac,CLE,122.1,517,4.764899386,18,1.2506812,0.39583333,0.33505155,0.16441006
19990,Bryse Wilson,2 Tms,56.1,268,5.948296268,11,1.79289941,0.39215686,0.32535885,0.11940299
19995,Joel Kuhnel,CIN,10.1,44,4.492789675,2,1.35483871,0.45454545,0.36363636,0.20454545
20000,Tyler Wells,BAL,50.1,191,2.965050149,4,0.85430464,0.47328244,0.2556391,0.2460733
20020,John Schreiber,2 Tms,12.1,56,3.15743111,1,1.45945946,0.24324324,0.32432432,0.25
20039,Adrian Morejon,SDP,11,44,5.361896213,3,1.09090909,0.26470588,0.35294118,0.20454545
20041,Ronald Bolanos,KCR,10,52,5.440731716,1,2.2,0.21621622,0.27027027,0.13461538
20070,Bailey Falter,PHI,17.2,80,3.214773374,2,1.52830189,0.30909091,0.16363636,0.25
20074,Miguel Sanchez,MIL,18.1,82,8.339602573,6,1.58181818,0.2295082,0.25396825,0.09756098
20099,Chris Paddack,2 Tms,98,398,3.918023058,13,1.13265306,0.34256055,0.36949153,0.20351759
20132,Adam Oller,OAK,10.1,49,9.415441026,4,1.74193548,0.39393939,0.54545455,0.14285714
20151,James Karinchak,CLE,43.2,181,2.900938691,4,1.16793893,0.3902439,0.26190476,0.39226519
20153,Nick Nelson,2 Tms,34.2,157,3.786221819,2,1.58653846,0.2952381,0.24761905,0.20382166
20160,Nate Pearson,TOR,12.1,67,8.128695876,4,2.35135135,0.43589744,0.38461538,0.2238806
20185,Zach Pop,MIA,23.1,98,3.982394875,2,1.32857143,0.203125,0.32835821,0.20408163
20191,Garrett Whitlock,BOS,47.1,198,3.338033442,5,1.18309859,0.42142857,0.32142857,0.23232323
20198,Ben Bowden,COL,15.1,77,4.735251512,3,1.95652174,0.51111111,0.29787234,0.27272727
20203,Eli Morgan,CLE,46.2,195,5.386734981,11,1.09285714,0.56551724,0.38095238,0.18461538
20206,Mike Baumann,BAL,10.1,48,5.07798903,1,1.64516129,0.42424242,0.41176471,0.14583333
20218,Yennsy Diaz,NYM,11,49,6.533670482,3,1.45454545,0.44736842,0.42105263,0.14285714
20253,Griffin Jax,MIN,45,197,5.534503554,9,1.35555556,0.44852941,0.41605839,0.1928934
20276,Deivi Garcia,NYY,19.2,87,4.102324404,2,1.3220339,0.52238806,0.30882353,0.14942529
20302,David Peterson,NYM,38,157,4.187024638,5,1.23684211,0.27777778,0.26595745,0.27388535
20329,Andre Scrubb,HOU,18.1,77,5.529097725,3,1.36363636,0.3255814,0.25,0.24675325
20339,Matt Peacock,2 Tms,42.1,193,6.166851122,8,1.67716535,0.21875,0.35802469,0.07253886
20353,Steven Wilson,SDP,10,40,1.825118446,0,1,0.48,0.07692308,0.275
20367,Brusdar Graterol,LAD,30.2,143,4.94816798,4,1.59782609,0.27722772,0.32352941,0.16783217
20369,Matt Manning,DET,45,192,4.588263838,5,1.33333333,0.2885906,0.39597315,0.13541667
20370,Bruce Zimmermann,BAL,24.2,114,5.261667148,7,1.7027027,0.1971831,0.33333333,0.28947368
20373,Andres Munoz,SEA,11.2,49,3.557235851,2,1.28571429,0.42307692,0.38461538,0.36734694
20379,Tyler Zuber,KCR,22,108,6.861249036,6,1.86363636,0.42424242,0.41791045,0.22222222
20387,Anthony Kay,TOR,20,96,6.479621935,6,2,0.4,0.41666667,0.25
20395,Nick Margevicius,SEA,16.1,64,4.349011353,3,0.91836735,0.46511628,0.38636364,0.25
20418,Josh Fleming,TBR,43,181,4.02887379,8,1.18604651,0.16535433,0.23846154,0.24309392
20430,Rony Garcia,DET,31.1,125,3.979137333,4,0.95744681,0.48837209,0.36781609,0.224
20447,Enoli Paredes,HOU,14.2,65,3.801167849,0,1.29545455,0.26829268,0.4047619,0.18461538
20468,Huascar Ynoa,ATL,54.2,227,4.030298397,6,1.24390244,0.34459459,0.38255034,0.23348018
20492,Casey Mize,DET,87,382,6.435524198,23,1.4137931,0.38951311,0.45220588,0.18062827
20515,Kyle Nelson,2 Tms,14.2,57,3.953266183,0,1.09090909,0.30555556,0.26315789,0.15789474
20517,Nick Sandlin,CLE,17.1,78,4.540829294,1,1.44230769,0.4,0.32608696,0.21794872
20531,Kutter Crawford,BOS,10.2,49,6.223079291,3,1.59375,0.53846154,0.34615385,0.30612245
20539,Edwin Uceta,2 Tms,16,76,3.280997974,1,1.75,0.5106383,0.25,0.25
20617,J.C. Mejia,2 Tms,29.2,143,7.65116151,10,1.88764045,0.31132075,0.38317757,0.14685315
20631,Jordan Holloway,MIA,16,68,3.482979657,1,1.25,0.40909091,0.36363636,0.23529412
20633,Yusei Kikuchi,2 Tms,66.2,257,3.629109023,7,0.93,0.30952381,0.31976744,0.24513619
20666,Felix Bautista,BAL,10.2,40,3.781368446,2,0.84375,0.36363636,0.34782609,0.35
20739,Humberto Mejia,2 Tms,15.2,74,6.17731435,5,1.85106383,0.42,0.4,0.24324324
20778,Cristopher Sanchez,PHI,11.1,50,2.262581246,0,1.41176471,0.17241379,0.1,0.28
21025,Oliver Ortega,LAA,15.1,63,2.938254126,1,1.23913044,0.26666667,0.42222222,0.22222222
21029,Jhoan Duran,MIN,13.2,55,3.125118446,1,1.09756098,0.19354839,0.16129032,0.30909091
21032,Emmanuel Clase,CLE,46,178,2.200818822,2,0.80434783,0.18181818,0.20325203,0.26404494
21052,Luis Gil,NYY,12.2,58,4.507411417,1,1.42105263,0.51428571,0.31428571,0.22413793
21101,Dauri Moreta,CIN,10.2,46,9.133540136,5,1.3125,0.51515152,0.33333333,0.17391304
21111,Miguel Yajure,2 Tms,15,78,8.42752705,5,2.26666667,0.38181818,0.45454545,0.14102564
21132,Alexis Diaz,CIN,14.1,61,5.148374256,2,1.11627907,0.625,0.325,0.19672131
21183,Humberto Castellanos,2 Tms,48.1,203,5.800564744,10,1.30344828,0.46052632,0.30128205,0.13793103
21205,Connor Brogdon,PHI,44,175,3.389885449,4,1.02272727,0.40163934,0.19354839,0.22285714
21224,Bailey Ober,MIN,53.2,241,4.295241929,8,1.56521739,0.48214286,0.30813953,0.20746888
21290,Lucas Gilbreath,COL,28.1,130,4.639704989,4,1.48235294,0.37837838,0.37333333,0.26923077
21318,Tylor Megill,NYM,60.1,280,6.054952979,17,1.65745856,0.46560847,0.33854167,0.22142857
21366,Glenn Otto,TEX,28.1,128,4.370452541,2,1.65882353,0.31707317,0.37647059,0.1875
21390,Joe Ryan,MIN,39.1,157,5.097971219,7,1.04237288,0.63392857,0.32173913,0.17834395
21446,Ryan Feltner,COL,19,85,6.869052505,6,1.47368421,0.49152542,0.42372881,0.2
21448,Davis Martin,CHW,12.1,45,3.044037366,1,0.64864865,0.34375,0.33333333,0.22222222
21455,Kris Bubic,KCR,33.2,165,6.849241946,8,1.96039604,0.36111111,0.37272727,0.17575758
21483,Shane McClanahan,TBR,35.1,147,2.728980244,4,1.21698113,0.20833333,0.39583333,0.29931973
21537,Daniel Lynch,KCR,15.1,64,3.740391371,0,1.17391304,0.26190476,0.26086957,0.140625
21541,Reiss Knehr,SDP,14.1,56,4.56120476,1,0.97674419,0.42857143,0.30952381,0.125
21549,Jackson Kowar,KCR,14,74,7.883250412,4,2.42857143,0.49019608,0.37254902,0.14864865
21620,Jake Cousins,MIL,14.2,67,4.391181988,1,1.56818182,0.33333333,0.25925926,0.34328358
21690,Edward Cabrera,MIA,24.2,101,6.031417382,5,1.21621622,0.328125,0.296875,0.20792079
21728,Luis Oviedo,PIT,13,69,7.477726432,3,2.30769231,0.275,0.425,0.20289855
21844,Braxton Garrett,MIA,14.2,72,3.767774812,1,1.90909091,0.13333333,0.24,0.19444444
21850,Mason Thompson,2 Tms,10.2,52,7.573476893,2,1.96875,0.4137931,0.3,0.17307692
21992,Camilo Doval,SFG,21,98,5.099600761,5,1.52380952,0.34545455,0.32142857,0.30612245
22051,John King,TEX,29.2,122,3.224712621,1,1.01123596,0.23170732,0.27380952,0.20491803
22175,Max Kranick,PIT,21.1,103,4.148092856,1,1.875,0.43939394,0.26865672,0.19417476
22182,Hunter Greene,CIN,35.1,150,4.710024106,7,1.24528302,0.55952381,0.30588235,0.30666667
22201,MacKenzie Gore,SDP,12.1,58,3.935929256,0,1.7027027,0.42424242,0.36363636,0.22413793
22224,Jonathan Heasley,KCR,27.2,120,7.331959497,9,1.44578313,0.47674419,0.27586207,0.16666667
22248,Paul Campbell,MIA,12,57,6.336700792,3,1.58333333,0.34210526,0.35897436,0.19298246
22250,Logan Gilbert,SEA,97.1,390,2.842587341,7,1.0890411,0.4015748,0.307393,0.26666667
22264,Shane Baz,TBR,10,41,4.843084717,2,1.1,0.58333333,0.375,0.29268293
22267,Tarik Skubal,DET,51,205,2.433681584,2,1.09803922,0.26896552,0.28767123,0.23414634
22276,Dylan Coleman,KCR,12.2,54,2.815238934,0,1.18421053,0.4375,0.125,0.25925926
22286,Trevor Rogers,MIA,51.1,243,2.928212051,1,1.73376623,0.28358209,0.23913043,0.27983539
22296,Joe Barlow,TEX,24,96,3.189866783,0,0.91666667,0.36507937,0.234375,0.19791667
22310,Chris Rodriguez,LAA,12.2,55,3.327928862,0,1.26315789,0.25,0.25,0.2
22343,A.J. Alexy,TEX,11.1,41,3.699445882,0,0.88235294,0.33333333,0.34482759,0.14634146
22487,Johan Oviedo,STL,52.2,237,5.238381184,5,1.5,0.26785714,0.32544379,0.1350211
22713,Carlos Hernandez,KCR,62.2,267,5.380223385,9,1.37234043,0.45303867,0.31147541,0.17228464
22810,Roansy Contreras,PIT,22.2,94,3.613054665,2,1.19117647,0.421875,0.3125,0.22340426
22815,Luis Patino,2 Tms,39.2,187,5.568909716,6,1.63865546,0.4765625,0.3203125,0.17112299
22925,Joan Adon,WSN,30,143,6.060947092,6,1.83333333,0.37362637,0.32258065,0.1958042
23252,Spencer Howard,2 Tms,37.1,169,5.289981344,7,1.52678571,0.46728972,0.31481481,0.23076923
23292,Packy Naughton,2 Tms,12.1,49,4.28453232,2,1.13513513,0.27027027,0.23684211,0.18367347
23293,Codi Heuer,2 Tms,39.2,166,3.807474683,5,1.21008403,0.39823009,0.30172414,0.22891566
23550,Aaron Ashby,MIL,12.2,69,3.215885731,1,2.28947369,0.24324324,0.18421053,0.30434783
23592,Brett de Geus,2 Tms,16,91,6.982534122,4,2.5,0.29032258,0.3968254,0.16483516
23735,Luis Garcia,HOU,111.2,478,4.375424236,19,1.34328358,0.39184953,0.32307692,0.23849372
23779,Justin Bruihl,LAD,22,78,2.605524437,0,0.77272727,0.39655172,0.20967742,0.15384615
23796,Ryan Weathers,SDP,29.1,124,4.124579572,4,1.32954545,0.35789474,0.29896907,0.16935484
23798,Randy Dobnak,MIN,41.1,195,5.865520967,8,1.64516129,0.28301887,0.32919255,0.0974359
24580,Josiah Gray,2 Tms,62.2,283,6.818266881,18,1.51595745,0.5433526,0.34659091,0.22968198
24586,Kyle Bradish,BAL,21.1,86,3.312618446,2,1.265625,0.23636364,0.36363636,0.26744186
24606,Josh Winder,MIN,11.2,48,3.896547016,1,1.11428571,0.35483871,0.25806452,0.22916667
24933,Andrew Wantz,LAA,16,75,7.215690744,5,1.8125,0.52272727,0.29545455,0.24
25007,Alex Vesia,2 Tms,30.1,128,3.12416335,2,1.08791209,0.60606061,0.29850746,0.328125
25376,Nick Mears,PIT,12,54,6.507525777,3,1.58333333,0.40540541,0.32432432,0.18518519
25377,Brady Singer,KCR,127.1,563,4.934579891,22,1.40575916,0.37465565,0.35068493,0.23268206
25379,Sam Long,SFG,22.2,96,3.249022067,2,1.27941176,0.36507937,0.28125,0.25
25385,Drew Rasmussen,2 Tms,60,257,3.420231391,4,1.28333333,0.24175824,0.33152174,0.19844358
25436,George Kirby,SEA,27.1,105,2.320240396,2,0.80487805,0.38666667,0.32894737,0.25714286
26079,Beau Brieske,DET,29,119,4.573394306,4,1.10344828,0.44318182,0.30337079,0.16806723
26108,Andre Pallante,STL,23.2,89,3.463146616,1,0.88732394,0.17567568,0.21621622,0.11235955
26410,Alek Manoah,TOR,95,410,4.119228111,11,1.35789474,0.39163498,0.2443609,0.23414634
27458,Kwang Hyun Kim,STL,33.1,133,2.51473897,0,1.05,0.37804878,0.29268293,0.26315789
27460,Shun Yamaguchi,TOR,12,50,6.691419792,3,1.33333333,0.42424242,0.44117647,0.18
27463,Garrett Crochet,CHW,21.2,92,2.387392804,0,1.15384615,0.35416667,0.28,0.30434783
27468,Reid Detmers,LAA,20.2,80,5.361791592,5,0.82258065,0.37931034,0.31034483,0.2125
27498,Spencer Strider,ATL,33.1,130,2.64736423,3,0.93,0.4,0.3625,0.31538462
27505,Kohei Arihara,TEX,18,76,5.781145232,3,1.33333333,0.3559322,0.41666667,0.10526316
27513,Hyeon-Jong Yang,TEX,10,45,6.370034122,2,1.6,0.44444444,0.36842105,0.06666667
27515,Hirokazu Sawamura,BOS,24.1,107,5.123563082,4,1.35616438,0.390625,0.4,0.24299065
27552,Graham Ashcraft,CIN,24.2,93,3.044037366,1,0.85135135,0.13888889,0.15068493,0.16129032
27779,Bryce Elder,ATL,11.2,47,6.467975586,3,1.2,0.4,0.35135135,0.12765957
30115,Robert Suarez,SDP,11.2,45,3.125118446,0,0.85714286,0.4,0.2,0.26666667
