player_id,player_name,TBF,BIP,EV-OVR,LA-OVR,FB,HR,HH FB,HH HR,TBF/HR,FB%,HHFB%,80thPctEV-OVR,TBF-vLHH,BIP-vLHH,EV-vLHH,LA-vLHH,FB-vLHH,HR-vLHH,HH FB-vLHH,HH HR-vLHH,TBF/HR-vLHH,FB%-vLHH,HHFB%-vLHH,80thPctEV-vLHH,TBF-vRHH,BIP-vRHH,EV-vRHH,LA-vRHH,FB-vRHH,HR-vRHH,HH FB-vRHH,HH HR-vRHH,PA/HR-vRHH,FB%-vRHH,HHFB%-vRHH,80thPctEV-vRHH,EV-Pct,HHFB-Pct
669145,"Zimmermann, Bruce",292,233,90.42260869565217,13.708695652173914,65.0,18.0,40.0,17.0,16.22222222222222,0.27896995708154504,0.17167381974248927,102.1,45.0,30.0,92.83333333333333,6.2,6.0,4.0,4.0,4.0,11.25,0.2,0.13333333333333333,102.94,247.0,203.0,90.061,14.835,59.0,14.0,36.0,13.0,17.642857142857142,0.29064039408866993,0.17733990147783252,101.56,0.912751677852349,0.9530201342281879
425844,"Greinke, Zack",330,271,88.38228782287823,13.398523985239853,67.0,10.0,33.0,9.0,33.0,0.24723247232472326,0.12177121771217712,100.3,131.0,112.0,88.17857142857143,8.214285714285714,17.0,3.0,8.0,3.0,43.666666666666664,0.15178571428571427,0.07142857142857142,98.74,199.0,159.0,88.52578616352201,17.050314465408807,50.0,7.0,25.0,6.0,28.428571428571427,0.31446540880503143,0.15723270440251572,101.5,0.5033557046979866,0.610738255033557
657746,"Ryan, Joe",306,213,86.80281690140845,23.230046948356808,76.0,9.0,34.0,9.0,34.0,0.3568075117370892,0.1596244131455399,99.36,137.0,103.0,87.68349514563107,25.271844660194176,36.0,5.0,18.0,5.0,27.4,0.34951456310679613,0.17475728155339806,100.42,169.0,110.0,85.97818181818182,21.318181818181817,40.0,4.0,16.0,4.0,42.25,0.36363636363636365,0.14545454545454545,98.64,0.1476510067114094,0.8993288590604027
605507,"Thompson, Zach",301,223,87.67657657657658,11.585585585585585,46.0,13.0,28.0,13.0,23.153846153846153,0.2062780269058296,0.12556053811659193,101.48,140.0,99.0,86.26666666666667,10.98989898989899,19.0,5.0,10.0,5.0,28.0,0.1919191919191919,0.10101010101010101,100.5,161.0,124.0,88.81138211382114,12.065040650406504,27.0,8.0,18.0,8.0,20.125,0.21774193548387097,0.14516129032258066,101.8,0.30201342281879195,0.6644295302013423
621076,"Kaprielian, James",296,216,89.38287037037037,15.12037037037037,66.0,13.0,28.0,12.0,22.76923076923077,0.3055555555555556,0.12962962962962962,100.4,151.0,113.0,89.75929203539822,10.460176991150442,28.0,7.0,11.0,6.0,21.571428571428573,0.24778761061946902,0.09734513274336283,100.24000000000001,145.0,103.0,88.96990291262135,20.233009708737864,38.0,6.0,17.0,6.0,24.166666666666668,0.36893203883495146,0.1650485436893204,100.78000000000002,0.7449664429530202,0.6912751677852349
656876,"Rasmussen, Drew",296,213,89.5175355450237,9.018867924528301,46.0,8.0,29.0,8.0,37.0,0.215962441314554,0.13615023474178403,100.9,130.0,95.0,87.25473684210527,7.515789473684211,17.0,2.0,10.0,2.0,65.0,0.17894736842105263,0.10526315789473684,99.24000000000001,166.0,118.0,91.37068965517241,10.239316239316238,29.0,6.0,19.0,6.0,27.666666666666668,0.2457627118644068,0.16101694915254236,101.8,0.7785234899328859,0.7651006711409396
669923,"Kirby, George",274,201,89.773,11.475,54.0,12.0,30.0,9.0,22.833333333333332,0.26865671641791045,0.14925373134328357,102.22,134.0,97.0,89.95876288659794,16.329896907216494,28.0,4.0,15.0,3.0,33.5,0.28865979381443296,0.15463917525773196,102.14,140.0,104.0,89.5980582524272,6.902912621359223,26.0,8.0,15.0,6.0,17.5,0.25,0.14423076923076922,102.06,0.8120805369127517,0.8120805369127517
621111,"Buehler, Walker",271,195,87.71623036649214,6.911458333333333,39.0,8.0,25.0,8.0,33.875,0.2,0.1282051282051282,101.3,155.0,113.0,86.22477064220183,5.654545454545454,22.0,4.0,10.0,4.0,38.75,0.19469026548672566,0.08849557522123894,100.03999999999999,116.0,82.0,89.69878048780488,8.597560975609756,17.0,4.0,15.0,4.0,29.0,0.2073170731707317,0.18292682926829268,103.34,0.3087248322147651,0.6778523489932886
456501,"Cueto, Johnny",296,219,89.09311926605504,13.325688073394495,71.0,9.0,28.0,9.0,32.888888888888886,0.3242009132420091,0.1278538812785388,102.14000000000001,120.0,89.0,90.34886363636363,12.306818181818182,32.0,4.0,12.0,4.0,30.0,0.3595505617977528,0.1348314606741573,100.98,176.0,130.0,88.24307692307693,14.015384615384615,39.0,5.0,16.0,5.0,35.2,0.3,0.12307692307692308,102.94,0.6912751677852349,0.6711409395973155
502042,"Archer, Chris",282,195,88.89740932642488,13.471502590673575,58.0,8.0,24.0,8.0,35.25,0.29743589743589743,0.12307692307692308,99.76,121.0,77.0,87.36315789473684,13.328947368421053,25.0,2.0,10.0,2.0,60.5,0.3246753246753247,0.12987012987012986,99.4,161.0,118.0,89.8940170940171,13.564102564102564,33.0,6.0,14.0,6.0,26.833333333333332,0.2796610169491525,0.11864406779661017,100.44,0.6308724832214765,0.6308724832214765
672282,"Detmers, Reid",280,194,88.84565217391305,16.706521739130434,58.0,11.0,30.0,11.0,25.454545454545453,0.29896907216494845,0.15463917525773196,100.14,61.0,45.0,86.52666666666666,9.71111111111111,13.0,3.0,8.0,3.0,20.333333333333332,0.28888888888888886,0.17777777777777778,100.02,219.0,149.0,89.59640287769784,18.971223021582734,45.0,8.0,22.0,8.0,27.375,0.30201342281879195,0.1476510067114094,100.24,0.610738255033557,0.87248322147651
605488,"Springs, Jeffrey",252,166,87.51024096385542,14.072289156626505,46.0,10.0,25.0,10.0,25.2,0.27710843373493976,0.15060240963855423,100.3,67.0,44.0,90.75909090909092,16.022727272727273,14.0,4.0,9.0,4.0,16.75,0.3181818181818182,0.20454545454545456,101.24,185.0,122.0,86.33852459016393,13.368852459016393,32.0,6.0,16.0,6.0,30.833333333333332,0.26229508196721313,0.13114754098360656,99.86000000000001,0.2751677852348993,0.8389261744966443
605540,"Woodruff, Brandon",278,168,86.85602409638554,18.957831325301203,52.0,7.0,22.0,6.0,39.714285714285715,0.30952380952380953,0.13095238095238096,100.8,135.0,70.0,85.03857142857143,20.02857142857143,22.0,2.0,9.0,1.0,67.5,0.3142857142857143,0.12857142857142856,100.02,143.0,98.0,88.18124999999999,18.177083333333332,30.0,5.0,13.0,5.0,28.6,0.30612244897959184,0.1326530612244898,101.5,0.1610738255033557,0.7114093959731543
656970,"Smeltzer, Devin",255,200,88.13316582914572,15.402010050251256,65.0,13.0,33.0,13.0,19.615384615384617,0.325,0.165,100.17999999999999,47.0,36.0,89.32857142857142,14.714285714285714,12.0,3.0,6.0,3.0,15.666666666666666,0.3333333333333333,0.16666666666666666,98.48,208.0,164.0,87.8780487804878,15.548780487804878,53.0,10.0,27.0,10.0,20.8,0.3231707317073171,0.16463414634146342,100.4,0.42953020134228187,0.9060402684563759
