player_id,player_name
592450,"Judge, Aaron"
656555,"Hoskins, Rhys"
621566,"Olson, Matt"
656941,"Schwarber, Kyle"
596019,"Lindor, Francisco"
595777,"Profar, Jurickson"
607043,"Nimmo, Brandon"
665742,"Soto, Juan"
621020,"Swanson, Dansby"
518692,"Freeman, Freddie"
543760,"Semien, Marcus"
547989,"Abreu, José"
592885,"Yelich, Christian"
607208,"Turner, Trea"
608070,"Ramírez, José"
502671,"Goldschmidt, Paul"
630105,"Cronenworth, Jake"
656305,"Chapman, Matt"
663586,"Riley, Austin"
680757,"Kwan, Steven"
665489,"Guerrero Jr., Vladimir"
623993,"Santander, Anthony"
553993,"Suárez, Eugenio"
664023,"Happ, Ian"
641857,"McMahon, Ryan"
666182,"Bichette, Bo"
660271,"Ohtani, Shohei"
572233,"Walker, Christian"
668227,"Arozarena, Randy"
608324,"Bregman, Alex"
543068,"Cron, C.J."
502054,"Pham, Tommy"
666969,"García, Adolis"
624413,"Alonso, Pete"
663993,"Lowe, Nathaniel"
593428,"Bogaerts, Xander"
605137,"Bell, Josh"
641487,"Crawford, J.P."
657077,"Verdugo, Alex"
642715,"Adames, Willy"
656775,"Mullins, Cedric"
605141,"Betts, Mookie"
621043,"Correa, Carlos"
571970,"Muncy, Max"
650333,"Arraez, Luis"
642708,"Rosario, Amed"
642133,"Tellez, Rowdy"
527038,"Flores, Wilmer"
592518,"Machado, Manny"
502110,"Martinez, J.D."
457705,"McCutchen, Andrew"
673490,"Kim, Ha-Seong"
669257,"Smith, Will"
641820,"Mancini, Trey"
514917,"Hernández, César"
571448,"Arenado, Nolan"
663624,"Mountcastle, Ryan"
669221,"Murphy, Sean"
664702,"Straw, Myles"
669242,"Edman, Tommy"
573262,"Yastrzemski, Mike"
514888,"Altuve, Jose"
677951,"Witt Jr., Bobby"
664761,"Bohm, Alec"
662139,"Varsho, Daulton"
668804,"Reynolds, Bryan"
641355,"Bellinger, Cody"
621493,"Ward, Taylor"
608369,"Seager, Corey"
663656,"Tucker, Kyle"
608385,"Winker, Jesse"
650402,"Torres, Gleyber"
462101,"Andrus, Elvis"
572228,"Voit, Luke"
592273,"Drury, Brandon"
621550,"Wisdom, Patrick"
646240,"Devers, Rafael"
592192,"Canha, Mark"
663647,"Hayes, Ke'Bryan"
672386,"Kirk, Alejandro"
592663,"Realmuto, J.T."
670541,"Alvarez, Yordan"
543807,"Springer, George"
663757,"Grisham, Trent"
606466,"Marte, Ketel"
664034,"France, Ty"
664913,"Brown, Seth"
624428,"Frazier, Adam"
650490,"Díaz, Yandy"
669004,"Melendez, MJ"
518626,"Donaldson, Josh"
657041,"Thomas, Lane"
660670,"Acuña Jr., Ronald"
518934,"LeMahieu, DJ"
457759,"Turner, Justin"
571657,"Farmer, Kyle"
453568,"Blackmon, Charlie"
519203,"Rizzo, Anthony"
493329,"Gurriel, Yuli"
683734,"Vaughn, Andrew"
663898,"Rodgers, Brendan"
542583,"Aguilar, Jesús"
500871,"Escobar, Eduardo"
677594,"Rodríguez, Julio"
606192,"Hernández, Teoscar"
545361,"Trout, Mike"
595879,"Báez, Javier"
643446,"McNeil, Jeff"
669720,"Hays, Austin"
596129,"Vogelbach, Daniel"
592206,"Castellanos, Nick"
543939,"Wong, Kolten"
643393,"Kemp, Tony"
672695,"Perdomo, Geraldo"
467793,"Santana, Carlos"
542303,"Ozuna, Marcell"
592669,"Renfroe, Hunter"
665926,"Giménez, Andrés"
443558,"Cruz, Nelson"
593160,"Merrifield, Whit"
668942,"Rojas, Josh"
