t1,t2,t4,t7,t11,t39,hr_hat,HR_hat
0,0.86,18.90990991,0.063063063,103.5,88.2016129,0.17092471052600558,0.17092471052600558
0,0.86,10.87671233,0.033783784,99.4,88.2016129,0.09049585494477129,0.09049585494477129
0,0.79,17.98717949,0.044871795,97.4,88.75,0.09587927153352226,0.09587927153352226
0,0.79,13.96039604,0.02970297,103.5,88.75,0.12265767971454958,0.12265767971454958
0,0.79,2.275167785,0.020134228,98.44,88.75,0.0601134880895489,0.0601134880895489
0,0.91,6.641025641,0.038461538,103.9,85.386,0.11023856565031945,0.11023856565031945
0,0.91,3.257575758,0.02238806,104.1,85.386,0.09481847356883488,0.09481847356883488
0,1.3,17.45637584,0.100671141,104.28,86.09655172,0.2840065524850861,0.2840065524850861
0,0.84,13.30864198,0.036809816,100.86,93.93333333,0.12144564640142579,0.12144564640142579
0,0.84,10.40127389,0.044025157,101.38,93.93333333,0.12018933715942337,0.12018933715942337
0,0.84,15.21538462,0.060606061,102.26,93.93333333,0.15697744693997992,0.15697744693997992
0,0.84,20.95483871,0.058064516,101.26,93.93333333,0.16923204583432078,0.16923204583432078
0,0.84,14.47008547,0.033898305,98.0,93.93333333,0.10139176921066285,0.10139176921066285
0,1.04,11.46323529,0.036764706,104.4,86.40655738,0.14748193945544713,0.14748193945544713
0,0.79,12.38993711,0.030864198,98.48,90.82823529,0.08733022762461445,0.08733022762461445
0,0.79,14.35294118,0.091503268,102.24,90.82823529,0.1573144482693839,0.1573144482693839
0,0.79,3.86013986,0.041666667,101.32,90.82823529,0.08857534034080479,0.08857534034080479
0,1.12,17.91061453,0.088888889,101.14,86.41666667,0.18966137725088195,0.18966137725088195
0,1.12,8.58045977,0.04,102.58,86.41666667,0.13044222709157813,0.13044222709157813
0,1.12,17.71186441,0.059322034,101.36,86.41666667,0.1676274308876261,0.1676274308876261
0,1.12,18.43870968,0.025641026,99.82,86.41666667,0.13195311663669176,0.13195311663669176
1,0.86,5.966216216,0.027027027,101.26,86.4984127,0.08410358394325916,0.08410358394325916
0,0.86,12.1369863,0.149659864,107.5,86.4984127,0.2670168272359893,0.2670168272359893
0,0.86,13.26415094,0.047169811,102.7,86.4984127,0.12417646045026733,0.12417646045026733
0,0.86,18.4379562,0.072992701,102.18,86.4984127,0.15490850949084708,0.15490850949084708
0,0.86,6.523809524,,97.9,86.4984127,,
0,0.98,15.14925373,0.037313433,102.26,88.38181818,0.1400097814579442,0.1400097814579442
0,0.98,13.62328767,0.020547945,98.9,88.38181818,0.0985749440589568,0.0985749440589568
0,0.98,3.330578512,0.016393443,102.3,88.38181818,0.09261705071607075,0.09261705071607075
0,1.14,18.38194444,0.062068966,102.04,88.37246377,0.19263013586372882,0.19263013586372882
0,1.14,14.86875,0.043209877,99.92,88.37246377,0.1387407257463312,0.1387407257463312
0,1.14,13.19259259,0.022058824,102.36,88.37246377,0.14277920663705465,0.14277920663705465
0,1.14,8.469387755,0.027210884,102.98,88.37246377,0.13417317607132273,0.13417317607132273
0,0.94,7.048951049,0.013888889,103.56,87.18222222,0.1040797653096221,0.1040797653096221
0,0.94,9.251748252,0.055944056,100.76,87.18222222,0.10995422181628652,0.10995422181628652
0,0.91,9.476744186,0.028735632,100.4,88.03064516,0.09484895497352161,0.09484895497352161
0,0.91,15.38414634,0.073170732,103.22,88.03064516,0.16561869860979617,0.16561869860979617
0,0.91,23.58285714,0.056818182,99.46,88.03064516,0.14804028996781324,0.14804028996781324
0,0.91,16.33116883,0.032467532,97.48,88.03064516,0.09487319368588544,0.09487319368588544
0,0.72,8.696132597,0.027472527,100.6,80.62272727,0.06745806442102514,0.06745806442102514
0,0.72,11.43428571,0.022727273,101.32,80.62272727,0.0747912153496883,0.0747912153496883
0,0.92,12.69135802,0.043209877,104.96,89.83714286,0.1594232722672607,0.1594232722672607
0,0.92,17.08994709,0.037037037,98.2,89.83714286,0.10919983426504012,0.10919983426504012
1,1.08,20.7032967,0.082417582,100.44,87.86385542,0.1891148997728288,0.1891148997728288
0,1.08,11.32307692,0.007692308,95.4,87.86385542,0.0736525236045092,0.0736525236045092
0,1.15,14.04098361,0.016393443,101.06,86.53125,0.12586230785842206,0.12586230785842206
1,1.07,9.18902439,0.018181818,100.86,84.13203883,0.0970845357643466,0.0970845357643466
0,1.07,11.86184211,0.111842105,105.58,84.13203883,0.22123039685981152,0.22123039685981152
1,1.07,21.73571429,0.063829787,102.1,84.13203883,0.18295384388453165,0.18295384388453165
0,0.76,10.87790698,0.011627907,98.4,91.315,0.07533238511501306,0.07533238511501306
0,0.89,10.45390071,0.014184397,96.62,88.06911765,0.06901276240151209,0.06901276240151209
0,0.89,11.24242424,0.037878788,102.96,88.06911765,0.12195748618843152,0.12195748618843152
0,0.89,20.35897436,0.044871795,102.1,88.06911765,0.15194240198470382,0.15194240198470382
0,1.1,18.63030303,0.084848485,100.6,86.97272727,0.18213464557684464,0.18213464557684464
1,1.16,17.7751938,0.11627907,103.7,84.284,0.25181646861952606,0.25181646861952606
0,1.16,14.23566879,0.094936709,105.38,84.284,0.23344625014582174,0.23344625014582174
0,0.92,13.47398844,0.040462428,98.5,90.87142857,0.10505527447833128,0.10505527447833128
0,0.92,17.55757576,0.036363636,99.32,90.87142857,0.12201807058565517,0.12201807058565517
0,0.92,2.5125,0.024691358,103.56,90.87142857,0.10323491782519843,0.10323491782519843
0,0.92,9.967741935,0.024193548,97.6,90.87142857,0.08335113977135986,0.08335113977135986
1,0.89,16.81927711,0.017964072,100.4,83.32352941,0.0975331469890176,0.0975331469890176
0,0.89,11.12883436,0.030487805,99.68,83.32352941,0.08407802528347233,0.08407802528347233
0,0.73,17.33613445,0.042016807,102.6,85.68846154,0.118437059195112,0.118437059195112
0,0.73,12.23571429,0.035714286,98.64,85.68846154,0.0760716431663549,0.0760716431663549
0,0.93,9.350574713,0.028409091,100.44,89.71162791,0.0999872909527949,0.0999872909527949
0,1.14,5.781609195,0.068965517,102.34,87.63684211,0.1416280297037252,0.1416280297037252
1,1.16,14.28888889,0.058823529,100.16,86.20886076,0.14429991101243414,0.14429991101243414
0,1.16,11.61688312,0.025806452,102.38,86.20886076,0.13491532503105286,0.13491532503105286
0,1.16,18.03174603,0.063492063,102.3,86.20886076,0.18936558931489755,0.18936558931489755
0,1.16,11.2952381,0.00952381,95.46,86.20886076,0.0767892260079698,0.0767892260079698
0,0.76,18.85393258,0.033519553,100.16,91.54054054,0.11736272383828898,0.11736272383828898
1,0.76,20.95625,0.05625,101.26,91.54054054,0.14864340186763195,0.14864340186763195
0,0.76,23.2991453,0.042372881,98.58,91.54054054,0.12350452137840078,0.12350452137840078
0,0.89,11.0,0.062827225,105.76,89.285,0.1693390619629522,0.1693390619629522
0,0.89,7.041666667,,99.2,89.285,,
0,1.1,11.0,0.043478261,101.76,87.37402597,0.1343188191636841,0.1343188191636841
0,0.93,18.82291667,0.052083333,102.1,88.04583333,0.15562278215644665,0.15562278215644665
0,0.92,10.30232558,0.046242775,98.5,86.34845361,0.08929596354889188,0.08929596354889188
0,0.92,11.20437956,0.028985507,103.58,86.34845361,0.12054520701421156,0.12054520701421156
0,0.73,14.90957447,0.021276596,100.6,90.06037736,0.09698207632036838,0.09698207632036838
0,0.73,18.91666667,0.041237113,99.7,90.06037736,0.11116591356907132,0.11116591356907132
0,0.73,19.75806452,0.056,100.44,90.06037736,0.12799626169418057,0.12799626169418057
1,0.73,8.3203125,0.0078125,98.16,90.06037736,0.06437509258850539,0.06437509258850539
1,1.07,12.68376068,0.084745763,102.1,85.83,0.1633103909288925,0.1633103909288925
0,1.07,8.324561404,0.061403509,103.7,85.83,0.14591282111523105,0.14591282111523105
0,1.14,5.533333333,0.033333333,104.42,87.03855422,0.13657182677816657,0.13657182677816657
0,1.14,16.05594406,0.069444444,103.06,87.03855422,0.19471377121797118,0.19471377121797118
1,1.29,5.913333333,0.019736842,100.44,84.16,0.10462404417743262,0.10462404417743262
0,1.29,12.57988166,0.017751479,97.2,84.16,0.09923219807282194,0.09923219807282194
0,1.08,13.39102564,0.006410256,93.2,89.77884615,0.06941659959465157,0.06941659959465157
1,1.08,14.66981132,0.047169811,103.8,89.77884615,0.1805800054000084,0.1805800054000084
0,0.92,9.183673469,0.054421769,100.66,87.92857143,0.10824561859839829,0.10824561859839829
1,1.15,15.72413793,0.063218391,102.44,84.22272727,0.17003967495239514,0.17003967495239514
0,1.15,17.07079646,0.061946903,102.42,84.22272727,0.17513428405767564,0.17513428405767564
1,1.15,7.470588235,0.04379562,101.3,84.22272727,0.11494889652560507,0.11494889652560507
1,0.94,15.20138889,0.041666667,101.74,89.83714286,0.13779734328324003,0.13779734328324003
0,0.94,11.39873418,0.094936709,106.78,89.83714286,0.22435239444720234,0.22435239444720234
0,0.94,9.634782609,0.051724138,99.68,89.83714286,0.10737928748040836,0.10737928748040836
0,0.94,25.53125,0.03125,102.42,89.83714286,0.18258479600728825,0.18258479600728825
0,0.98,8.435582822,,95.52,87.86385542,,
0,0.98,3.705521472,,101.46,87.86385542,,
0,0.98,10.62790698,0.030769231,100.5,87.86385542,0.10510895703180276,0.10510895703180276
0,1.12,7.172661871,0.043165468,102.72,86.53125,0.1289247543760681,0.1289247543760681
0,1.12,9.290123457,0.043209877,104.22,86.53125,0.1516231949824518,0.1516231949824518
0,0.96,8.591463415,0.02994012,100.74,92.43411765,0.10984045969130014,0.10984045969130014
0,0.96,5.442622951,0.024193548,101.1,92.43411765,0.10073074955061159,0.10073074955061159
0,0.96,8.365853659,0.024,100.52,92.43411765,0.10466727078417391,0.10466727078417391
0,0.96,13.57943925,0.037037037,100.56,92.43411765,0.12828719227266588,0.12828719227266588
0,1.12,15.41176471,0.079710145,97.6,84.13203883,0.12620469254649672,0.12620469254649672
0,1.12,20.47826087,0.037037037,99.5,84.13203883,0.1363787376864201,0.1363787376864201
0,1.12,14.75,0.018987342,99.4,84.13203883,0.1068211346473429,0.1068211346473429
0,1.12,10.78787879,0.060150376,102.68,84.13203883,0.14506756184468658,0.14506756184468658
0,0.84,16.14285714,0.014778325,97.36,91.315,0.08775238380439983,0.08775238380439983
0,0.84,15.2875817,0.045454545,104.52,91.315,0.16201749183850905,0.16201749183850905
1,0.84,17.8828125,0.0625,99.76,91.315,0.13484383374693104,0.13484383374693104
0,0.84,16.2556391,0.037313433,103.08,91.315,0.14506056885067817,0.14506056885067817
0,0.84,14.10810811,0.027027027,99.6,91.315,0.10253698156358375,0.10253698156358375
1,0.86,21.13274336,0.132743363,105.6,88.06911765,0.28690873778312354,0.28690873778312354
1,0.86,7.075471698,0.037735849,105.1,88.06911765,0.12312404742209644,0.12312404742209644
0,0.86,18.85964912,0.061403509,103.44,88.06911765,0.1682074378238928,0.1682074378238928
0,0.86,10.64189189,0.033333333,99.46,88.06911765,0.0898425295155304,0.0898425295155304
0,1.02,5.784313725,0.032679739,101.26,86.97272727,0.09930956391953581,0.09930956391953581
0,1.02,12.38,0.145695364,107.5,86.97272727,0.3054176413943223,0.3054176413943223
0,1.02,8.849557522,0.10619469,113.58,86.97272727,0.3543661915063881,0.3543661915063881
0,1.02,13.55963303,0.04587156,102.74,86.97272727,0.14436016224266462,0.14436016224266462
1,1.02,18.62411348,0.070921986,102.1,86.97272727,0.17744038421578576,0.17744038421578576
0,1.02,13.02678571,0.01754386,97.94,86.97272727,0.08966772567975592,0.08966772567975592
1,1.22,18.38356164,0.06122449,102.0,84.284,0.18664615383410024,0.18664615383410024
0,1.22,14.85185185,0.042682927,99.78,84.284,0.13362294203375594,0.13362294203375594
0,1.22,8.833333333,0.026666667,103.02,84.284,0.13220505871867613,0.13220505871867613
1,0.98,15.85549133,0.052023121,104.76,90.87142857,0.19200210654170913,0.19200210654170913
0,0.98,20.48854962,0.03030303,96.9,90.87142857,0.11430200845378495,0.11430200845378495
0,1.04,10.05154639,0.045918367,103.12,83.32352941,0.12619367026916395,0.12619367026916395
0,1.04,7.957446809,0.049295775,105.16,83.32352941,0.1394870434047388,0.1394870434047388
0,1.04,18.51968504,0.0859375,103.38,83.32352941,0.19381573405138314,0.19381573405138314
0,0.79,17.89808917,0.044585987,97.8,85.68846154,0.09164845353402237,0.09164845353402237
1,0.79,14.67307692,0.028846154,103.2,85.68846154,0.11384273056209475,0.11384273056209475
0,0.79,2.231788079,0.01986755,98.5,85.68846154,0.05619252241967286,0.05619252241967286
0,0.84,15.70909091,0.072727273,103.16,89.71162791,0.16260921336748335,0.16260921336748335
0,0.84,23.43502825,0.056179775,99.66,89.71162791,0.14598246037825918,0.14598246037825918
0,0.84,16.47096774,0.032258065,97.44,89.71162791,0.09290812829991282,0.09290812829991282
0,1.09,13.17307692,0.057142857,101.44,87.63684211,0.14785847726671908,0.14785847726671908
0,1.09,6.865979381,,98.3,87.63684211,,
1,1.09,6.357615894,0.033112583,102.22,87.63684211,0.11635211367816878,0.11635211367816878
1,1.09,8.902173913,0.027027027,100.42,87.63684211,0.1070400720225392,0.1070400720225392
1,1.09,13.24113475,0.006993007,99.2,87.63684211,0.101092596166514,0.101092596166514
1,1.09,11.72881356,0.02247191,101.5,87.63684211,0.12208357903351472,0.12208357903351472
0,1.22,17.56,0.1,104.24,86.20886076,0.26536076154414134,0.26536076154414134
0,0.84,13.30909091,0.036144578,100.74,91.54054054,0.11375127603795263,0.11375127603795263
0,0.84,10.32716049,0.042682927,101.38,91.54054054,0.11294260797131293,0.11294260797131293
0,0.84,15.46969697,0.059701493,102.44,91.54054054,0.15101019061504697,0.15101019061504697
0,0.84,14.1092437,0.033333333,98.0,91.54054054,0.09486993109407049,0.09486993109407049
1,1.04,11.48201439,0.035971223,103.86,89.285,0.15113493675540565,0.15113493675540565
0,1.04,11.55,0.037267081,102.32,89.285,0.1368306169360689,0.1368306169360689
0,1.04,21.3255814,0.069767442,103.04,89.285,0.2173465353935909,0.2173465353935909
0,1.02,10.384,0.08,104.84,87.37402597,0.18037083571997947,0.18037083571997947
0,1.02,14.67088608,0.050632911,99.64,87.37402597,0.1236515658143074,0.1236515658143074
0,1.02,19.91666667,0.1,105.72,87.37402597,0.2720233103068463,0.2720233103068463
0,0.84,14.42222222,0.074074074,103.44,88.04583333,0.15512134214097364,0.15512134214097364
0,0.84,10.8778626,0.053435115,103.7,88.04583333,0.13067620461612614,0.13067620461612614
0,0.84,10.03424658,0.034246575,99.8,88.04583333,0.08929112196604455,0.08929112196604455
0,0.98,12.0,0.03030303,98.4,86.34845361,0.09091108171249754,0.09091108171249754
0,0.98,13.13461538,0.08974359,102.06,86.34845361,0.15814689519218922,0.15814689519218922
0,0.98,6.947368421,,96.82,86.34845361,,
0,0.98,5.542372881,0.042016807,103.0,86.34845361,0.11071649921210311,0.11071649921210311
0,0.79,17.74863388,0.086956522,101.16,90.06037736,0.15410793224589997,0.15410793224589997
0,0.79,8.276836158,0.039106145,102.46,90.06037736,0.10504986866094883,0.10504986866094883
0,0.79,17.34166667,0.058333333,101.32,90.06037736,0.13544611442417187,0.13544611442417187
0,0.79,18.18471338,0.025316456,99.8,90.06037736,0.10742861456828974,0.10742861456828974
0,0.79,18.46428571,0.053571429,100.98,90.06037736,0.13348525361639088,0.13348525361639088
0,1.12,8.711111111,0.02962963,104.98,85.83,0.14567542377791506,0.14567542377791506
0,1.12,13.91666667,0.090225564,106.76,85.83,0.2496969838284885,0.2496969838284885
1,1.12,18.09655172,0.04137931,99.6,85.83,0.13639656025507715,0.13639656025507715
0,1.12,8.914285714,0.028571429,96.4,85.83,0.08026171964159969,0.08026171964159969
0,1.09,13.67407407,0.022222222,100.26,87.03855422,0.11636488318724779,0.11636488318724779
0,1.09,15.86956522,0.086956522,102.72,87.03855422,0.19630168734726505,0.19630168734726505
0,1.09,16.82352941,0.05,100.88,87.03855422,0.15003825907084994,0.15003825907084994
0,1.04,9.5,0.031007752,99.36,84.16,0.09118608754738518,0.09118608754738518
0,1.04,14.17318436,0.05027933,100.7,84.16,0.1239946624936703,0.1239946624936703
0,1.04,18.83233533,0.095808383,106.02,84.16,0.25026269072370766,0.25026269072370766
0,1.04,20.36942675,0.031847134,99.66,84.16,0.1256330292893834,0.1256330292893834
0,0.98,13.52027027,0.020134228,99.12,89.77884615,0.10282682801267184,0.10282682801267184
1,0.98,15.46323529,0.036764706,102.5,89.77884615,0.14783134750547908,0.14783134750547908
0,0.94,6.931972789,0.013513514,103.84,87.92857143,0.10740831504363582,0.10740831504363582
0,0.86,3.246268657,0.022058824,104.06,89.65882353,0.09966988279030523,0.09966988279030523
1,0.86,6.265822785,0.037974684,103.96,89.65882353,0.11545581785157534,0.11545581785157534
0,1.12,17.93513514,0.032432432,98.3,84.22272727,0.11489611237951987,0.11489611237951987
1,1.12,15.43046358,0.066225166,102.3,84.22272727,0.16510302086028608,0.16510302086028608
1,0.96,15.59060403,0.073333333,102.04,89.32222222,0.16489817970125867,0.16489817970125867
1,0.96,8.676470588,0.052325581,103.86,89.32222222,0.14103232731929327,0.14103232731929327
0,0.96,4.846625767,0.078787879,107.1,89.32222222,0.17938381950125615,0.17938381950125615
0,0.96,9.776923077,0.038461538,102.0,89.32222222,0.11994149801437448,0.11994149801437448
0,0.96,13.79738562,0.032679739,99.22,89.32222222,0.10744208654043613,0.10744208654043613
0,0.96,18.59124088,0.051094891,104.02,89.32222222,0.18574848383945575,0.18574848383945575
1,0.96,13.95172414,0.013793103,102.28,89.32222222,0.12258506941108625,0.12258506941108625
0,0.92,13.0304878,0.042682927,105.0,84.70136986,0.14331501847867506,0.14331501847867506
1,0.92,17.1761658,0.03626943,98.2,84.70136986,0.09711645565359799,0.09711645565359799
0,1.08,11.29545455,0.007518797,95.4,87.11938776,0.07231176152314317,0.07231176152314317
0,1.08,20.8172043,0.086021505,100.5,87.11938776,0.19038541166255976,0.19038541166255976
0,1.07,9.520958084,0.023809524,101.02,70.125,0.07402093138732327,0.07402093138732327
0,1.07,11.68387097,0.109677419,105.74,70.125,0.16060343018520212,0.16060343018520212
0,1.07,21.36111111,0.068965517,102.1,70.125,0.1350198863814567,0.1350198863814567
0,0.76,10.51428571,0.011428571,98.42,85.29344262,0.06512581710814402,0.06512581710814402
0,0.76,6.215686275,,96.12,85.29344262,,
0,1.29,10.86440678,0.050847458,101.34,89.96413043,0.16722573789441028,0.16722573789441028
1,1.29,12.19135802,0.074074074,104.64,89.96413043,0.24220861590093237,0.24220861590093237
1,1.29,11.15827338,0.071942446,103.24,89.96413043,0.2115963582922904,0.2115963582922904
1,1.29,10.23636364,0.027272727,100.52,89.96413043,0.13961016913523752,0.13961016913523752
1,1.1,18.62275449,0.083832335,100.54,89.33888889,0.19043224348499072,0.19043224348499072
0,1.1,13.70434783,0.017094017,98.02,89.33888889,0.10344670630887849,0.10344670630887849
0,1.1,18.96202532,0.101265823,104.52,89.33888889,0.27424953605547114,0.27424953605547114
0,1.16,17.89393939,0.121212121,103.64,87.53684211,0.2768791400756199,0.2768791400756199
0,1.16,14.37888199,0.092592593,105.4,87.53684211,0.24994284278506002,0.24994284278506002
0,0.92,14.09039548,0.039548023,98.5,90.675,0.10592105878284785,0.10592105878284785
0,0.92,17.65680473,0.035502959,99.56,90.675,0.12337631028861563,0.12337631028861563
0,0.92,2.695121951,0.024096386,103.62,90.675,0.10344335407524084,0.10344335407524084
1,0.92,10.06299213,0.023622047,97.6,90.675,0.08298282560971058,0.08298282560971058
0,0.89,17.14201183,0.023529412,100.6,87.95873016,0.11361629004358324,0.11361629004358324
0,0.89,11.12727273,0.030120482,99.82,87.95873016,0.09412420499357022,0.09412420499357022
0,0.89,12.05347594,0.010638298,96.9,87.95873016,0.07215422729903684,0.07215422729903684
1,0.93,9.587570621,0.027932961,100.48,87.6,0.09600210367420328,0.09600210367420328
1,1.14,5.619318182,0.068181818,102.3,86.15714286,0.13550438268135012,0.13550438268135012
0,1.16,14.05755396,0.064285714,100.22,86.56388889,0.14877632557693798,0.14877632557693798
0,1.16,14.64035088,0.061403509,100.02,86.56388889,0.14714067036157574,0.14714067036157574
0,1.16,18.1328125,0.0625,102.14,86.56388889,0.188453959468243,0.188453959468243
0,1.16,10.26851852,0.009259259,95.82,86.56388889,0.07709210168995884,0.07709210168995884
0,0.76,18.16022099,0.032967033,100.1,77.52142857,0.08331792566584101,0.08331792566584101
1,0.89,11.10880829,0.062176166,105.7,91.01764706,0.17537722013813017,0.17537722013813017
0,0.89,8.43315508,0.016042781,101.7,91.01764706,0.10025754734782104,0.10025754734782104
0,0.89,7.419354839,,99.1,91.01764706,,
0,0.93,18.44897959,0.051020408,102.02,86.79210526,0.1481971422502127,0.1481971422502127
0,0.92,10.5,0.045714286,98.68,91.05084746,0.10086908233060989,0.10086908233060989
0,0.92,11.52173913,0.028776978,103.56,91.05084746,0.1349197657431781,0.1349197657431781
1,0.73,14.72251309,0.020942408,100.6,87.18333333,0.09027491850555426,0.09027491850555426
0,0.73,19.42424242,0.04,99.64,87.18333333,0.10458647955615545,0.10458647955615545
0,0.73,20.04761905,0.05511811,100.4,87.18333333,0.1200672511089786,0.1200672511089786
0,0.73,7.961832061,0.015267176,98.2,87.18333333,0.06194935561350215,0.06194935561350215
1,1.14,5.746753247,0.032467532,104.54,88.44042553,0.14242354360313078,0.14242354360313078
0,1.14,16.03448276,0.068493151,103.02,88.44042553,0.19945276292832947,0.19945276292832947
0,1.29,6.454545455,0.025641026,100.58,88.89090909,0.12254438752480591,0.12254438752480591
0,1.29,14.14835165,0.049450549,100.86,88.89090909,0.17152888065436278,0.17152888065436278
0,1.29,12.33139535,0.01744186,97.2,88.89090909,0.10954098495424891,0.10954098495424891
0,1.29,20.56521739,0.031055901,99.5,88.89090909,0.171021966395551,0.171021966395551
0,1.08,13.28301887,0.006289308,93.2,89.98809524,0.06950324483385407,0.06950324483385407
1,1.08,14.56880734,0.055045872,104.08,89.98809524,0.19117092355744833,0.19117092355744833
1,0.92,8.793333333,0.053333333,100.54,89.10857143,0.10854981430971947,0.10854981430971947
0,0.89,7.5,0.055555556,100.78,86.9,0.09983173859121784,0.09983173859121784
0,1.15,15.73446328,0.06779661,102.48,83.97560976,0.1731504874208735,0.1731504874208735
0,1.15,17.07079646,0.061946903,102.42,83.97560976,0.17415821009654087,0.17415821009654087
0,1.15,7.871428571,0.04964539,101.94,83.97560976,0.12405420210709259,0.12405420210709259
0,0.94,15.10884354,0.047619048,101.78,84.70136986,0.12605901298587366,0.12605901298587366
1,0.94,11.5,0.09375,106.74,84.70136986,0.19867801970532234,0.19867801970532234
0,0.94,14.26785714,0.059171598,104.3,84.70136986,0.15466773399014133,0.15466773399014133
0,0.94,26.12307692,0.030769231,102.14,84.70136986,0.16166440076916305,0.16166440076916305
0,0.98,3.730538922,,101.38,87.11938776,,
0,0.98,10.93939394,0.030075188,100.12,87.11938776,0.10119735324875465,0.10119735324875465
0,1.12,6.816901408,0.042253521,102.32,87.7602649,0.12715459876285018,0.12715459876285018
0,1.12,9.374233129,0.042682927,104.14,87.7602649,0.155017947434595,0.155017947434595
0,1.12,13.616,0.016,100.94,87.7602649,0.1234701839994113,0.1234701839994113
0,0.96,8.710843373,0.029585799,100.92,85.84044944,0.0959739000820955,0.0959739000820955
0,0.96,5.408,0.023622047,100.8,85.84044944,0.08468492968913932,0.08468492968913932
0,0.96,8.26984127,0.0234375,100.6,85.84044944,0.09020425172361254,0.09020425172361254
0,0.96,13.16363636,0.036036036,100.68,85.84044944,0.10969049759504607,0.10969049759504607
0,1.12,15.85507246,0.078571429,97.48,70.125,0.09180784477476932,0.09180784477476932
0,1.12,20.54545455,0.036144578,99.52,70.125,0.0992698958547078,0.0992698958547078
0,1.12,14.55,0.018518519,99.42,70.125,0.07733927956900562,0.07733927956900562
0,1.12,11.0,0.058823529,102.62,70.125,0.10521706642138577,0.10521706642138577
0,0.84,15.75728155,0.014563107,97.3,85.29344262,0.07539159877366798,0.07539159877366798
0,0.84,17.4469697,0.068181818,99.8,85.29344262,0.11963995962569574,0.11963995962569574
0,0.84,16.27205882,0.03649635,102.9,85.29344262,0.12461208082570074,0.12461208082570074
1,1.04,24.02380952,0.111111111,106.0,89.96413043,0.3516759365962668,0.3516759365962668
0,1.04,18.70247934,0.040983607,100.9,89.96413043,0.15551529012947987,0.15551529012947987
1,1.02,12.40522876,0.142857143,107.62,89.33888889,0.3209942808033031,0.3209942808033031
0,1.02,13.45614035,0.043478261,102.58,89.33888889,0.14857371166330213,0.14857371166330213
1,1.02,9.52173913,0.104347826,113.46,89.33888889,0.37444994641712465,0.37444994641712465
1,1.02,18.73793103,0.075862069,102.26,89.33888889,0.1941562288363115,0.1941562288363115
0,1.02,6.78,,97.96,89.33888889,,
0,1.22,18.73333333,0.072847682,102.52,87.53684211,0.2216082451604155,0.2216082451604155
0,1.22,14.63803681,0.042424242,100.16,87.53684211,0.14664824264875528,0.14664824264875528
0,1.22,13.58992806,0.021428571,102.42,87.53684211,0.15171461943125727,0.15171461943125727
0,1.22,8.91503268,0.026143791,102.96,87.53684211,0.14168582271359786,0.14168582271359786
0,0.98,15.75706215,0.056497175,104.88,90.675,0.19615739090798445,0.19615739090798445
0,0.98,15.82022472,0.056179775,102.54,90.675,0.16673885615740885,0.16673885615740885
0,0.98,20.52985075,0.02962963,96.54,90.31946309,0.10988169634462068,0.10988169634462068
0,1.04,9.837563452,0.045226131,103.0,87.95873016,0.13773820425472827,0.13773820425472827
1,1.04,8.576388889,0.048275862,104.72,87.95873016,0.1520848003074838,0.1520848003074838
0,1.04,18.4609375,0.085271318,103.36,87.95873016,0.21395021256633018,0.21395021256633018
0,0.84,15.89285714,0.071428571,103.06,87.6,0.15381929477914996,0.15381929477914996
0,0.84,23.27777778,0.055248619,99.54,87.6,0.13685218872061958,0.13685218872061958
0,0.84,16.8089172,0.031847134,97.36,87.6,0.08873303469465443,0.08873303469465443
0,1.09,12.20183486,0.054545455,101.1,86.15714286,0.13442265335275053,0.13442265335275053
0,1.09,6.727272727,,98.42,86.15714286,,
1,1.09,6.487179487,0.038461538,103.02,86.15714286,0.12229833186032579,0.12229833186032579
1,1.09,9.074468085,0.031746032,100.48,86.15714286,0.10668605714857884,0.10668605714857884
0,1.09,11.49723757,0.027472527,101.54,86.15714286,0.12033519859275545,0.12033519859275545
0,1.22,17.71895425,0.098039216,103.96,86.56388889,0.2611570761837548,0.2611570761837548
0,0.84,12.88095238,0.035502959,100.62,77.52142857,0.08096851871640436,0.08096851871640436
0,0.84,10.03636364,0.041916168,101.42,77.52142857,0.08155103499705262,0.08155103499705262
0,0.84,15.54135338,0.059259259,102.38,77.52142857,0.10951575884186553,0.10951575884186553
0,0.84,14.14049587,0.032786885,98.0,77.52142857,0.06898105641564269,0.06898105641564269
0,1.04,21.70769231,0.069230769,103.02,91.01764706,0.22752624484281217,0.22752624484281217
1,1.04,11.51048951,0.041958042,104.04,91.01764706,0.16363933196736938,0.16363933196736938
0,1.04,11.42682927,0.036363636,102.38,91.01764706,0.14183658641596017,0.14183658641596017
0,1.04,9.925619835,0.016528926,99.0,91.01764706,0.09841724967420103,0.09841724967420103
0,1.02,10.86046512,0.07751938,105.56,82.5047619,0.17016193689694054,0.17016193689694054
0,1.02,20.33027523,0.099099099,105.68,82.5047619,0.24473412917290485,0.24473412917290485
0,1.02,13.11728395,0.049382716,99.4,82.5047619,0.10382711483371486,0.10382711483371486
0,1.02,10.92957746,0.042253521,101.78,82.5047619,0.11178575027389075,0.11178575027389075
0,0.84,13.8540146,0.072992701,103.56,86.79210526,0.14898688540540872,0.14898688540540872
0,0.84,10.70676692,0.052631579,103.62,86.79210526,0.12527626825918323,0.12527626825918323
0,0.84,10.36241611,0.033557047,99.68,86.79210526,0.08657578355848437,0.08657578355848437
0,0.98,12.0969697,0.029761905,98.44,91.05084746,0.1014141601324586,0.1014141601324586
