t1,t2,t4,t7,t11,t39,hr_hat,HR_hat
1,1.12,21.2,0.076923077,99.92,89.54545455,0.19376990881295517,0.19376990881295517
0,0.87,17.39455782,0.020408163,98.28,84.05319149,0.08640461629154919,0.08640461629154919
1,1.09,14.552,0.079365079,101.52,92.41090909,0.19010467265118253,0.19010467265118253
1,1.09,5.818897638,0.015625,102.96,92.41090909,0.12427691334433941,0.12427691334433941
0,0.79,7.430894309,0.032520325,98.3,89.3969697,0.07350244955035234,0.07350244955035234
0,0.79,15.96212121,0.083333333,104.58,89.3969697,0.1804740005053992,0.1804740005053992
0,1.04,14.57009346,0.037383178,102.08,92.64285714,0.15770174461661512,0.15770174461661512
0,0.94,19.93396226,0.065420561,102.9,88.29032258,0.18262849798039396,0.18262849798039396
0,0.94,17.0173913,0.043103448,99.04,88.29032258,0.11661603204828556,0.11661603204828556
0,1.04,16.73809524,,97.2,86.13404255,,
0,1.04,14.21153846,0.057692308,102.38,86.13404255,0.1508424608819348,0.1508424608819348
0,0.84,17.33944954,0.073394495,102.64,90.21142857,0.1663112323289744,0.1663112323289744
1,0.84,3.866666667,0.057377049,106.48,90.21142857,0.1400584914776428,0.1400584914776428
0,0.84,8.9609375,0.046511628,103.4,90.21142857,0.12364663922281292,0.12364663922281292
0,0.84,20.75247525,0.059405941,104.4,90.21142857,0.19365244712403015,0.19365244712403015
0,0.92,9.008403361,0.042016807,105.4,80.99166667,0.1210865558539177,0.1210865558539177
0,1.07,8.2109375,0.0234375,100.66,90.12083333,0.10931205629213961,0.10931205629213961
0,1.29,11.13385827,0.070866142,104.64,90.80869565,0.23642907052491655,0.23642907052491655
0,1.1,17.37398374,0.089430894,100.6,84.3875,0.16948447807873152,0.16948447807873152
0,0.92,19.58870968,0.024193548,99.56,87.95454545,0.11619456840677932,0.11619456840677932
0,0.92,3.616,0.031496063,103.24,87.95454545,0.10043482927202774,0.10043482927202774
0,0.89,17.27067669,0.014925373,100.08,87.18208955,0.10393588268111933,0.10393588268111933
0,0.89,13.68055556,0.013793103,97.9,87.18208955,0.08058532993547445,0.08058532993547445
0,0.89,9.385245902,0.032786885,98.6,87.18208955,0.08200707917823756,0.08200707917823756
0,0.96,6.496503497,0.027972028,99.92,88.47333333,0.08881159071369399,0.08881159071369399
0,1.14,7.770992366,0.061068702,102.7,86.57142857,0.14441116608200466,0.14441116608200466
0,1.15,10.92198582,0.070921986,105.76,85.53214286,0.2004687598548737,0.2004687598548737
0,1.07,21.09701493,0.082089552,100.0,87.40625,0.18167165406036243,0.18167165406036243
0,0.93,12.42156863,0.038834951,104.28,84.29411765,0.13166360868376142,0.13166360868376142
0,1.14,15.58156028,0.021276596,100.9,85.91875,0.12976571130096065,0.12976571130096065
0,1.14,18.61290323,0.031914894,99.6,85.91875,0.135069764392109,0.135069764392109
0,0.92,16.62831858,0.026315789,97.74,88.5,0.09654485162359176,0.09654485162359176
0,0.92,8.252173913,0.043478261,104.98,88.5,0.13742975516380715,0.13742975516380715
0,0.73,3.629032258,0.023809524,101.18,90.7030303,0.07623634504794498,0.07623634504794498
1,0.73,13.67153285,0.051094891,101.06,90.7030303,0.11238066720493801,0.11238066720493801
0,0.73,12.28057554,0.014388489,97.28,90.7030303,0.07049143394665101,0.07049143394665101
0,0.73,19.2293578,0.018348624,98.1,90.7030303,0.09179031986583554,0.09179031986583554
0,0.92,14.30434783,0.086956522,105.58,87.37083333,0.20037145752347268,0.20037145752347268
0,0.92,16.83870968,0.107526882,101.62,87.37083333,0.17883825810735676,0.17883825810735676
0,1.29,17.54032258,0.064516129,102.28,91.4375,0.23542774929708662,0.23542774929708662
0,0.94,17.5034965,0.041958042,98.2,80.99166667,0.09401438281483833,0.09401438281483833
1,0.94,14.38709677,0.053763441,101.64,80.99166667,0.11572193623170153,0.11572193623170153
0,0.94,16.06153846,0.061068702,103.12,80.99166667,0.13874938078869742,0.13874938078869742
1,0.94,8.87826087,0.069565217,106.54,80.99166667,0.1504173669961744,0.1504173669961744
0,0.94,26.79591837,0.020408163,102.88,80.99166667,0.15211943715491238,0.15211943715491238
0,1.3,10.38613861,0.04950495,104.5,89.66847826,0.20475907046496128,0.20475907046496128
0,1.12,8.532786885,0.040983607,104.56,83.74,0.1413540104157861,0.1413540104157861
0,1.12,21.7107438,0.049180328,99.2,90.12083333,0.16705741665996876,0.16705741665996876
0,1.04,18.08108108,0.044642857,100.9,90.80869565,0.15845055724575804,0.15845055724575804
0,1.02,12.43518519,0.155963303,108.04,84.3875,0.31375150277635466,0.31375150277635466
0,0.98,15.90977444,0.060150376,105.24,87.95454545,0.1930734426929522,0.1930734426929522
0,0.98,14.49606299,0.039370079,99.0,87.95454545,0.109593549773329,0.109593549773329
0,1.04,7.836601307,0.038709677,102.58,87.18208955,0.12087047338252485,0.12087047338252485
0,1.04,8.831775701,0.046296296,105.0,87.18208955,0.152074476113076,0.152074476113076
0,1.04,18.02061856,0.092783505,103.4,87.18208955,0.21548026013702745,0.21548026013702745
0,0.91,5.438596491,0.035087719,104.34,88.47333333,0.11617915743583633,0.11617915743583633
0,1.09,5.809859155,,98.3,86.57142857,,
0,1.09,8.391666667,0.033333333,102.46,86.57142857,0.12218937896195631,0.12218937896195631
0,1.09,8.874074074,0.029411765,100.66,86.57142857,0.1073180172333056,0.1073180172333056
0,1.09,11.05970149,0.022222222,101.62,86.57142857,0.11787462486329214,0.11787462486329214
0,1.12,23.4962406,0.015037594,98.36,85.53214286,0.12782760990432196,0.12782760990432196
0,1.12,9.210084034,0.033333333,102.72,85.53214286,0.1274498228311793,0.1274498228311793
0,1.12,23.87628866,0.082474227,102.92,85.53214286,0.24043986945940618,0.24043986945940618
0,1.12,8.051724138,,95.4,87.40625,,
0,0.8,13.05737705,0.032,98.56,84.29411765,0.07819491593319623,0.07819491593319623
1,0.8,13.99159664,0.092436975,103.48,84.29411765,0.14834446376981508,0.14834446376981508
0,0.86,8.716666667,0.032786885,100.4,86.93333333,0.08849093529183827,0.08849093529183827
0,1.09,6.190839695,0.022727273,102.8,85.91875,0.11068829363929857,0.11068829363929857
0,0.91,19.78301887,0.047169811,100.0,89.06734694,0.13585042836549172,0.13585042836549172
1,0.91,14.95959596,0.08,106.92,89.06734694,0.2235803529738187,0.2235803529738187
0,0.79,6.875,0.03125,98.3,90.7030303,0.07414313053731074,0.07414313053731074
0,0.79,16.22962963,0.081481481,104.66,90.7030303,0.1867209797777017,0.1867209797777017
0,0.94,20.69369369,0.0625,102.6,87.37083333,0.17649448144362626,0.17649448144362626
0,0.94,16.5,0.042016807,98.92,87.37083333,0.11113668912813131,0.11113668912813131
0,1.04,15.76744186,,97.02,91.4375,,
0,1.04,14.97222222,0.055555556,102.26,91.4375,0.17052718369650935,0.17052718369650935
0,0.97,15.72477064,0.072727273,101.62,87.06666667,0.1536149212254495,0.1536149212254495
0,0.97,12.52678571,0.017699115,102.58,87.06666667,0.117441058485602,0.117441058485602
0,0.92,17.15753425,0.04109589,98.2,87.68070175,0.10611886116506565,0.10611886116506565
0,0.92,9.446280992,0.041322314,105.4,87.68070175,0.14210555787112836,0.14210555787112836
0,1.29,11.3515625,0.0703125,104.7,85.61818182,0.21184584565216946,0.21184584565216946
0,1.14,6.452054795,,98.3,89.428,,
0,1.14,8.097744361,0.060150376,102.54,89.428,0.15306903095726695,0.15306903095726695
0,1.14,8.695652174,0.028776978,100.48,89.428,0.11701724691627158,0.11701724691627158
0,1.15,11.47916667,0.069444444,105.7,86.57826087,0.20615771947986047,0.20615771947986047
0,1.15,6.641791045,0.02238806,102.1,86.57826087,0.11378093205396676,0.11378093205396676
0,1.14,8.725806452,0.048,99.68,87.234375,0.1149624408044342,0.1149624408044342
0,1.14,12.14285714,0.037735849,104.22,87.234375,0.16519137658032654,0.16519137658032654
0,0.89,10.91538462,0.015384615,98.4,88.1,0.07958172425886137,0.07958172425886137
1,0.97,15.45454545,0.020979021,100.86,89.47222222,0.12092488199792459,0.12092488199792459
0,0.97,19.32631579,0.052083333,100.8,89.47222222,0.1539598738176606,0.1539598738176606
0,0.93,16.10344828,0.025641026,97.5,86.94712644,0.09085785933761778,0.09085785933761778
0,0.93,7.697478992,0.042016807,104.94,86.94712644,0.13057570004282432,0.13057570004282432
0,0.96,17.65079365,0.087301587,100.6,80.275,0.1369518488660351,0.1369518488660351
0,0.92,14.20833333,0.083333333,105.58,90.29814815,0.21006538408257272,0.21006538408257272
0,0.92,16.58947368,0.105263158,101.54,90.29814815,0.1868163627164215,0.1868163627164215
0,0.73,16.27131783,0.062015504,102.28,86.03066667,0.12410238849946784,0.12410238849946784
1,0.87,15.92307692,0.094017094,104.08,87.06666667,0.18543362349292378,0.18543362349292378
0,0.94,14.43877551,0.06122449,101.92,87.68070175,0.14216888748618509,0.14216888748618509
0,0.94,9.5,0.076271186,106.68,87.68070175,0.18523181324040927,0.18523181324040927
0,0.94,26.6969697,0.02020202,102.82,87.68070175,0.17558977385978788,0.17558977385978788
0,1.3,10.78846154,0.048076923,104.44,89.87916667,0.20580554879766014,0.20580554879766014
0,1.12,4.691729323,0.037313433,100.48,88.85641026,0.10585571315284897,0.10585571315284897
0,1.12,8.467741935,0.040322581,104.48,88.85641026,0.15706570564168154,0.15706570564168154
0,0.96,9.580645161,0.031746032,100.36,92.39333333,0.11069077770664802,0.11069077770664802
0,1.04,22.22680412,0.12371134,106.36,85.61818182,0.32944340495689484,0.32944340495689484
0,1.04,18.31578947,0.043478261,100.9,85.61818182,0.14106008381806492,0.14106008381806492
0,0.82,14.32727273,0.036363636,102.02,87.781,0.11556816974673392,0.11556816974673392
0,0.84,8.952755906,0.031007752,101.14,88.07857143,0.09386067024931266,0.09386067024931266
1,0.84,16.59055118,0.05511811,103.0,88.07857143,0.14661805414175258,0.14661805414175258
0,0.84,25.81679389,0.068181818,100.2,88.07857143,0.1645283002045016,0.1645283002045016
0,0.91,7.020547945,0.02739726,99.5,88.94623656,0.08456364618905095,0.08456364618905095
0,0.91,5.239316239,0.034188034,104.38,88.94623656,0.11664428237313262,0.11664428237313262
0,1.09,8.601626016,0.032520325,103.24,89.428,0.1378935071586552,0.1378935071586552
0,1.09,10.38686131,0.02173913,101.7,89.428,0.12387846617011432,0.12387846617011432
1,1.12,22.97794118,0.014705882,99.1,86.57826087,0.13566871801325867,0.13566871801325867
0,1.12,9.768595041,0.032786885,102.64,86.57826087,0.13144012417604753,0.13144012417604753
1,1.12,23.11111111,0.080808081,103.04,86.57826087,0.24132291603005068,0.24132291603005068
0,0.96,8.680672269,,95.22,86.83333333,,
0,0.96,21.45985401,0.080291971,99.98,86.83333333,0.16350835537197822,0.16350835537197822
0,1.09,12.41269841,0.031007752,98.4,87.234375,0.10324264994067947,0.10324264994067947
0,1.09,14.36585366,0.097560976,103.52,87.234375,0.20990401250338647,0.20990401250338647
0,0.86,17.1589404,0.01986755,98.2,88.1,0.09254699266986499,0.09254699266986499
0,0.86,13.92035398,0.044247788,104.0,88.1,0.14160365144776021,0.14160365144776021
0,0.87,14.84496124,0.092307692,101.54,89.47222222,0.15812111333084772,0.15812111333084772
0,0.87,6.233082707,0.02238806,102.76,89.47222222,0.09932675397254624,0.09932675397254624
0,0.87,18.45762712,0.033613445,100.32,89.47222222,0.12297892888777763,0.12297892888777763
0,0.91,13.0625,0.150442478,107.5,80.275,0.24899679938101446,0.24899679938101446
0,0.94,20.66666667,0.060869565,102.54,90.29814815,0.18627602542758873,0.18627602542758873
0,0.94,16.12396694,0.040983607,99.0,90.29814815,0.117640800603801,0.117640800603801
0,0.82,16.05223881,,97.48,86.03066667,,
0,0.82,15.41441441,0.054054054,102.3,86.03066667,0.1263617237386332,0.1263617237386332
1,1.04,16.69642857,0.071428571,102.6,87.27924528,0.17893748946787041,0.17893748946787041
1,1.04,3.959349593,0.064,107.0,87.27924528,0.16616167351266767,0.16616167351266767
0,1.04,8.818181818,0.045112782,103.4,87.27924528,0.13557958440511197,0.13557958440511197
0,1.04,20.64423077,0.057692308,104.34,87.27924528,0.21135545762534114,0.21135545762534114
0,0.97,15.4159292,0.070175439,101.46,85.95,0.1452050006597784,0.1452050006597784
0,0.97,12.09482759,0.017094017,102.6,85.95,0.11302256604221357,0.11302256604221357
0,0.92,9.691056911,0.040650407,105.16,78.91,0.11502445844759765,0.11502445844759765
0,0.84,11.91836735,0.068027211,105.7,91.25,0.17740984217966904,0.17740984217966904
0,0.84,7.121428571,0.021428571,102.2,91.25,0.09891073760289178,0.09891073760289178
1,0.89,17.66363636,0.036363636,101.78,88.87058824,0.13531841723187404,0.13531841723187404
0,0.98,3.850393701,0.023255814,101.08,83.28333333,0.07931322608839338,0.07931322608839338
0,0.98,12.53571429,0.014285714,97.24,83.28333333,0.07386101454862158,0.07386101454862158
0,0.73,14.0,0.007936508,93.4,89.26875,0.05302890707182059,0.05302890707182059
0,0.92,3.850393701,0.031007752,103.2,89.09285714,0.1031977294043533,0.1031977294043533
0,0.92,18.59055118,0.023622047,99.38,89.09285714,0.11429084156580227,0.11429084156580227
0,0.89,13.5170068,0.013513514,97.9,88.26825397,0.08211899299922654,0.08211899299922654
0,0.89,10.14285714,0.031746032,99.44,88.26825397,0.09053396449380598,0.09053396449380598
0,0.93,9.416666667,0.029850746,101.14,85.27105263,0.09573749768090387,0.09573749768090387
0,0.96,7.181208054,0.026845638,99.78,83.8952381,0.08038207914611879,0.08038207914611879
0,0.84,17.22695035,0.035211268,99.4,91.7375,0.11531504086648642,0.11531504086648642
1,0.84,21.16239316,0.05982906,101.38,91.7375,0.16460785193626712,0.16460785193626712
0,0.89,8.335877863,0.022900763,100.6,87.50357143,0.08823830366701098,0.08823830366701098
0,0.89,11.93518519,0.111111111,104.88,87.50357143,0.19513331166694942,0.19513331166694942
0,0.89,21.67521368,0.05982906,102.06,87.50357143,0.16587413756899808,0.16587413756899808
0,0.89,10.75,0.015151515,98.38,86.90571429,0.07692496153238472,0.07692496153238472
0,0.97,15.5472973,0.027027027,101.12,87.012,0.11999193064949117,0.11999193064949117
0,0.97,20.56435644,0.049019608,100.7,87.012,0.14752025765630558,0.14752025765630558
0,0.93,16.08333333,0.024793388,97.66,89.15352113,0.09615439002325483,0.09615439002325483
0,0.93,7.727272727,0.041322314,105.0,89.15352113,0.13751113672907653,0.13751113672907653
0,0.96,18.08461538,0.084615385,100.6,89.44117647,0.16844707917842716,0.16844707917842716
0,0.98,14.29032258,0.080645161,105.44,90.51940299,0.21775711332512387,0.21775711332512387
0,0.98,16.35714286,0.102040816,101.62,90.51940299,0.1944990401252242,0.1944990401252242
0,1.36,11.9826087,0.034782609,98.18,68.55,0.08411624288151079,0.08411624288151079
0,0.73,16.36363636,0.060606061,102.12,85.19677419,0.11997353121015646,0.11997353121015646
0,0.87,16.14166667,0.1,104.28,85.95,0.1894822531321711,0.1894822531321711
0,0.94,14.62745098,0.058823529,101.96,78.91,0.11624968695832551,0.11624968695832551
0,0.94,16.75,0.040540541,97.84,78.91,0.08515087283629386,0.08515087283629386
0,0.94,15.79545455,0.060150376,103.18,78.91,0.13141747181742652,0.13141747181742652
1,0.94,9.608333333,0.075,106.64,78.91,0.15106017610778993,0.15106017610778993
0,0.94,26.88118812,0.01980198,102.7,78.91,0.14325854830758883,0.14325854830758883
0,0.98,22.95744681,0.021276596,99.8,91.25,0.14483621798070456,0.14483621798070456
1,0.98,10.0483871,0.032,102.72,91.25,0.13107749585587886,0.13107749585587886
0,0.98,23.16831683,0.089108911,103.1,91.25,0.2488682688831851,0.2488682688831851
0,1.04,22.21782178,0.118811881,106.2,87.38648649,0.33159643857280524,0.33159643857280524
0,1.07,6.984848485,0.03030303,97.98,83.28333333,0.0775364110950916,0.0775364110950916
0,1.07,13.12765957,0.056737589,101.1,83.28333333,0.12828004190687872,0.12828004190687872
1,1.07,16.16058394,0.080291971,104.84,83.28333333,0.20097569289193767,0.20097569289193767
0,1.07,19.16964286,0.017857143,98.06,83.28333333,0.1026954097059869,0.1026954097059869
1,0.82,14.01769912,0.03539823,102.0,89.26875,0.11784100755621796,0.11784100755621796
0,0.82,3.428571429,0.018691589,99.82,89.26875,0.07039621523227946,0.07039621523227946
0,0.98,14.36153846,0.038461538,99.0,89.09285714,0.11158235904408824,0.11158235904408824
0,0.98,15.25735294,0.058823529,105.2,89.09285714,0.19292298045147344,0.19292298045147344
1,1.04,7.658064516,0.038216561,103.38,88.26825397,0.13004112273108853,0.13004112273108853
1,1.04,8.495412844,0.045454545,104.52,88.26825397,0.14879863789253261,0.14879863789253261
0,1.04,18.48484848,0.09,103.4,88.26825397,0.2208558722191765,0.2208558722191765
1,0.84,16.59230769,0.061538462,103.0,85.27105263,0.14164849564448062,0.14164849564448062
0,0.84,25.71641791,0.066666667,99.9,85.27105263,0.14977752229843969,0.14977752229843969
0,0.91,5.808333333,0.033333333,104.32,83.8952381,0.10483105680483452,0.10483105680483452
0,0.98,11.61417323,0.0234375,100.42,91.7375,0.11338664490294312,0.11338664490294312
1,0.98,8.172131148,0.032258065,101.48,91.7375,0.11566056364469605,0.11566056364469605
0,1.04,21.19354839,0.048,99.24,87.50357143,0.14475898615935692,0.14475898615935692
0,0.86,17.44805195,0.019480519,98.08,86.90571429,0.08988047710347881,0.08988047710347881
1,0.86,14.35897436,0.042735043,103.92,86.90571429,0.13776768456858104,0.13776768456858104
1,0.87,15.26865672,0.088888889,101.5,87.012,0.1485682538871628,0.1485682538871628
1,0.87,6.562043796,0.02173913,102.78,87.012,0.09465039373811136,0.09465039373811136
0,0.87,18.2983871,0.032,100.56,87.012,0.1169158165352015,0.1169158165352015
0,0.87,17.27777778,0.055555556,100.92,87.012,0.12966992595511995,0.12966992595511995
0,0.94,14.78217822,0.088235294,107.1,87.58518519,0.23192003742092457,0.23192003742092457
1,0.94,19.44036697,0.04587156,99.7,87.58518519,0.12996678851436863,0.12996678851436863
0,0.91,13.20689655,0.145299145,107.5,89.44117647,0.3005067774613198,0.3005067774613198
0,1.07,20.06837607,0.059322034,102.42,90.51940299,0.20239868318155382,0.20239868318155382
0,1.07,5.973214286,0.026785714,103.68,90.51940299,0.1299962157997601,0.1299962157997601
0,1.07,15.89516129,0.04,99.08,90.51940299,0.1312570673001708,0.1312570673001708
1,0.98,9.6875,0.044642857,99.86,90.47586207,0.11066966360789518,0.11066966360789518
0,0.82,16.05109489,,97.76,85.19677419,,
0,0.82,15.36842105,0.052631579,102.38,85.19677419,0.12374027920643607,0.12374027920643607
0,1.04,16.5826087,0.07826087,102.62,89.50769231,0.19374703492671463,0.19374703492671463
